date,state,city_or_county,n_killed,n_injured,n_total,city_ascii,state_name,state_id,county_name
2015-10-03,Missouri,Saint Louis ,1,0,1,,,,
2015-10-03,New York,Flushing,0,0,0,,,,
2015-10-03,New Jersey,Deptford,2,0,2,,,,
2015-10-03,Pennsylvania,Mckeesport,1,1,2,Mckeesport,Pennsylvania,PA,Allegheny
2015-10-03,Washington,Seattle ,0,1,1,,,,
2015-10-03,New Hampshire,Pelham,0,0,0,,,,
2015-10-03,California,Reseda,0,0,0,,,,
2015-10-03,Utah,Loa ,0,0,0,,,,
2015-10-03,Florida,Saint Petersburg ,0,1,1,,,,
2015-10-03,California,Oroville ,0,1,1,,,,
2015-10-04,Massachusetts,Monson,0,0,0,,,,
2015-10-04,Mississippi,Columbus ,0,1,1,,,,
2015-10-04,Florida,Fort Lauderdale ,0,2,2,,,,
2015-10-04,South Carolina,Saint Helena Island,0,1,1,,,,
2015-10-04,California,North Hollywood,1,0,1,,,,
2015-10-04,Tennessee,Antioch,0,0,0,,,,
2015-10-04,New Jersey,Trenton ,1,0,1,,,,
2015-10-04,Washington,Seattle ,0,1,1,,,,
2015-10-04,Ohio,Cincinnati ,0,1,1,,,,
2015-10-04,Alabama,Mc Calla,0,0,0,,,,
2015-10-04,California,West Hills,0,1,1,,,,
2015-10-04,New York,Jamaica,1,0,1,,,,
2015-10-05,Maryland,District Heights ,1,0,1,,,,
2015-10-05,California,Camp Pendleton,1,0,1,,,,
2015-10-05,Connecticut,Killingworth,0,0,0,,,,
2015-10-05,New York,Westbury ,1,0,1,,,,
2015-10-05,Connecticut,South Windsor,0,0,0,,,,
2015-10-05,Ohio,Cincinnati ,1,0,1,,,,
2015-10-05,Ohio,Galloway,0,1,1,,,,
2015-10-05,Michigan,Oshtemo,0,1,1,,,,
2015-10-05,Massachusetts,West Bridgewater,0,0,0,,,,
2015-10-05,Louisiana,La Place ,2,1,3,,,,
2015-10-05,Oklahoma,Oklahoma City ,1,0,1,,,,
2015-10-05,Maryland,Lothian,2,0,2,,,,
2015-10-06,Kentucky,Fort Campbell,1,0,1,,,,
2015-10-06,Washington,Lopez Island,0,1,1,,,,
2015-10-06,New York,New York ,1,0,1,,,,
2015-10-06,California,Inglewood ,1,1,2,,,,
2015-10-06,Missouri,Saint Louis ,0,1,1,,,,
2015-10-06,Maine,Readfield,0,0,0,,,,
2015-10-06,Massachusetts,Tewksbury,1,0,1,,,,
2015-10-06,Ohio,Dayton ,1,0,1,,,,
2015-10-06,Pennsylvania,Gouldsboro ,0,0,0,,,,
2015-10-06,Washington,Seattle ,0,1,1,,,,
2015-10-07,Pennsylvania,Pittsburgh ,0,1,1,,,,
2015-10-07,Tennessee,La Follette,1,0,1,,,,
2015-10-07,Florida,Fort Lauderdale ,0,2,2,,,,
2015-10-07,New York,New York ,0,0,0,,,,
2015-10-07,Pennsylvania,Pittsburgh ,0,0,0,,,,
2015-10-07,Georgia,Lagrange,0,0,0,,,,
2015-10-07,West Virginia,White Sulphur Springs ,0,2,2,,,,
2015-10-07,Wisconsin,Menomonie,1,0,1,,,,
2015-10-07,Nevada,Reno ,1,0,1,,,,
2015-10-07,Washington,Seattle ,0,0,0,,,,
2015-10-08,New Jersey,Belleville,1,0,1,,,,
2015-10-08,New York,Olivebridge ,0,0,0,,,,
2015-10-08,New York,Wappingers Falls ,0,0,0,,,,
2015-10-08,New York,Schenectady ,0,1,1,,,,
2015-10-08,New York,Jamaica,0,0,0,,,,
2015-10-08,Arkansas,Hot Springs National Park ,1,0,1,,,,
2015-10-08,Massachusetts,Southbridge,0,1,1,,,,
2015-10-08,North Carolina,Winston Salem ,1,0,1,,,,
2015-10-08,Tennessee,Hermitage,0,0,0,,,,
2015-10-08,Massachusetts,Monson,0,0,0,,,,
2015-10-08,California,Victorville ,1,1,2,,,,
2015-10-08,Ohio,Cincinnati ,0,0,0,,,,
2015-10-08,Alabama,Mobile ,1,0,1,,,,
2015-10-08,Ohio,Cincinnati ,1,0,1,,,,
2015-10-08,Wisconsin,Lessor,0,0,0,,,,
2015-10-08,New Mexico,Espanola,0,0,0,Espanola,New Mexico,NM,Rio Arriba
2015-10-08,Washington,Seattle ,0,1,1,,,,
2015-10-09,Pennsylvania,Pittsburgh ,0,0,0,,,,
2015-10-09,California,Riverside ,1,0,1,,,,
2015-10-09,Massachusetts,Carver,0,0,0,,,,
2015-10-09,Oklahoma,Oklahoma City ,0,1,1,,,,
2015-10-09,Pennsylvania,Wilkes Barre ,0,1,1,,,,
2015-10-09,Alabama,Birmingham ,0,1,1,,,,
2015-10-09,New Jersey,Wood Ridge ,0,0,0,,,,
2015-10-09,Oklahoma,Oklahoma City ,0,1,1,,,,
2015-10-10,New York,Corona ,0,0,0,,,,
2015-10-10,Indiana,Indianapolis ,0,1,1,,,,
2015-10-10,Pennsylvania,Wilkes Barre,1,0,1,,,,
2015-10-10,Georgia,Lagrange,0,0,0,,,,
2015-10-10,Florida,Fort Lauderdale ,0,3,3,,,,
2015-10-10,Connecticut,Old Saybrook,1,0,1,,,,
2015-10-10,Arkansas,Fort Smith ,0,0,0,,,,
2015-10-10,New York,Ozone Park,0,1,1,,,,
2015-10-10,North Carolina,Merritt,1,0,1,,,,
2015-10-10,New Jersey,Bloomfield,0,0,0,,,,
2015-10-10,Pennsylvania,White Deer,0,0,0,,,,
2015-10-10,Vermont,Bridgewater,0,1,1,,,,
2015-10-10,Missouri,Saint Louis ,1,0,1,,,,
2015-10-11,Minnesota,Aitken,0,0,0,,,,
2015-10-11,Kentucky,Hector,1,0,1,,,,
2015-10-11,Louisiana,Gretna ,0,0,0,,,,
2015-10-11,New York,Scipio Center ,0,0,0,,,,
2015-10-11,Minnesota,Walker ,0,0,0,,,,
2015-10-12,New York,New York ,1,2,3,,,,
2015-10-12,Vermont,Underhill,0,0,0,,,,
2015-10-12,Florida,Fort Lauderdale ,0,0,0,,,,
2015-10-12,Michigan,Redford,0,0,0,,,,
2015-10-12,Texas,Marble Falls ,0,0,0,,,,
2015-10-12,Pennsylvania,Pittsburgh ,1,0,1,,,,
2015-10-12,Pennsylvania,Lansdowne ,0,1,1,,,,
2015-10-12,Alabama,Birmingham ,0,1,1,,,,
2015-10-12,Utah,Salt Lake City ,0,0,0,,,,
2015-10-12,Virginia,Harrisonburg ,0,0,0,,,,
2015-10-12,North Carolina,Winston Salem ,0,1,1,,,,
2015-10-12,California,Watsonville ,0,1,1,,,,
2015-10-12,Pennsylvania,Newmanstown ,0,1,1,,,,
2015-10-12,New York,Bethel,1,0,1,,,,
2015-10-13,Pennsylvania,New Kensington ,0,0,0,,,,
2015-10-13,Florida,Pompano Beach ,0,2,2,,,,
2015-10-13,Utah,Salt Lake City ,0,0,0,,,,
2015-10-13,New Hampshire,Merrimack,0,0,0,,,,
2015-10-13,Kentucky,Cromwell,0,0,0,,,,
2015-10-13,Massachusetts,Wrentham,0,0,0,,,,
2015-10-13,New York,Corona ,0,0,0,,,,
2015-10-13,Missouri,Saint Louis ,1,0,1,,,,
2015-10-13,Wisconsin,Milwaukee ,0,0,0,,,,
2015-10-13,Missouri,Saint Louis ,1,0,1,,,,
2015-10-13,North Carolina,Winston Salem ,0,2,2,,,,
2015-10-13,Michigan,Harrison Township,0,0,0,,,,
2015-10-13,California,Grass Valley ,1,0,1,,,,
2015-10-14,Ohio,Youngstown ,0,0,0,,,,
2015-10-14,California,Los Angeles ,1,0,1,,,,
2015-10-14,Pennsylvania,Pittsburgh ,0,0,0,,,,
2015-10-14,Utah,Salt Lake City ,0,1,1,,,,
2015-10-14,Illinois,East Saint Louis ,0,0,0,,,,
2015-10-14,Ohio,Cincinnati ,0,0,0,,,,
2015-10-14,Ohio,Cincinnati ,0,1,1,,,,
2015-10-14,Minnesota,Saint Paul ,0,1,1,,,,
2015-10-14,Massachusetts,Weston,0,1,1,,,,
2015-10-14,South Carolina,Hilton Head Island ,0,1,1,,,,
2015-10-14,Connecticut,Weston,0,1,1,,,,
2015-10-15,New York,Troy ,0,0,0,,,,
2015-10-15,North Carolina,Leland ,0,0,0,,,,
2015-10-15,Ohio,Cleveland ,1,0,1,,,,
2015-10-15,Utah,Salt Lake City ,0,1,1,,,,
2015-10-15,Alabama,Birmingham ,1,0,1,,,,
2015-10-15,North Carolina,Charlotte ,0,1,1,,,,
2015-10-15,Oklahoma,Oklahoma City ,0,1,1,,,,
2015-10-15,Pennsylvania,Braddock ,1,1,2,,,,
2015-10-16,Wisconsin,Milwaukee ,0,0,0,,,,
2015-10-16,New Hampshire,Sanbornton,0,1,1,,,,
2015-10-16,New York,New York ,0,0,0,,,,
2015-10-16,Virginia,Roanoke ,0,1,1,,,,
2015-10-16,Michigan,Rochester ,0,1,1,,,,
2015-10-16,Washington,Marysville ,0,1,1,,,,
2015-10-16,Ohio,Cincinnati ,1,0,1,,,,
2015-10-16,New York,Campbell Hall,0,0,0,,,,
2015-10-16,Michigan,Rochester ,0,1,1,,,,
2015-10-16,Colorado,Colorado Springs ,1,1,2,,,,
2015-10-16,North Carolina,Winston Salem ,0,1,1,,,,
2015-10-16,Florida,Deland,0,2,2,,,,
2015-10-16,Pennsylvania,Glenside ,0,1,1,,,,
2015-10-17,Tennessee,Turtletown,1,2,3,,,,
2015-10-17,Pennsylvania,Wilkes Barre,0,1,1,,,,
2015-10-17,New York,New York ,0,0,0,,,,
2015-10-17,Tennessee,Soddy Daisy,1,0,1,,,,
2015-10-17,California,Panorama City,0,1,1,,,,
2015-10-17,New York,New York ,0,1,1,,,,
2015-10-17,Louisiana,La Place ,0,1,1,,,,
2015-10-17,New York,New York ,0,1,1,,,,
2015-10-17,Pennsylvania,Coatesville ,2,0,2,,,,
2015-10-17,New York,Jamaica,1,0,1,,,,
2015-10-17,Maine,Vassalboro,0,0,0,,,,
2015-10-17,New York,Jamaica,0,1,1,,,,
2015-10-18,Missouri,Saint Louis ,0,0,0,,,,
2015-10-18,Tennessee,Antioch,0,1,1,,,,
2015-10-18,Alabama,Birmingham ,0,1,1,,,,
2015-10-18,Missouri,Saint Louis ,1,0,1,,,,
2015-10-18,Ohio,Cincinnati ,0,2,2,,,,
2015-10-18,Utah,Salt Lake City ,0,1,1,,,,
2015-10-19,Mississippi,Gafney,0,2,2,,,,
2015-10-19,Wisconsin,Bassett,0,1,1,,,,
2015-10-19,Louisiana,Westwego ,1,0,1,,,,
2015-10-19,New York,New York ,0,1,1,,,,
2015-10-19,Oregon,Oregon City ,0,0,0,,,,
2015-10-19,Colorado,Littleton ,0,1,1,,,,
2015-10-19,Ohio,Akron ,0,2,2,,,,
2015-10-19,Washington,Tacoma ,0,0,0,,,,
2015-10-19,California,Mckinleyville,0,0,0,,,,
2015-10-19,New York,New York ,0,0,0,,,,
2015-10-19,New York,New York ,0,1,1,,,,
2015-10-20,New York,Corona ,0,0,0,,,,
2015-10-20,Ohio,Cincinnati ,1,0,1,,,,
2015-10-20,Washington,Lakewood ,1,0,1,,,,
2015-10-20,Illinois,East Saint Louis ,0,0,0,,,,
2015-10-20,New York,Monroe ,0,1,1,,,,
2015-10-20,South Carolina,Beech Island,1,0,1,,,,
2015-10-20,Maryland,Sparks Glencoe ,0,0,0,,,,
2015-10-20,Massachusetts,Tewksbury,0,0,0,,,,
2015-10-20,Pennsylvania,Mckeesport,0,0,0,Mckeesport,Pennsylvania,PA,Allegheny
2015-10-20,North Carolina,Tarboro ,1,0,1,,,,
2015-10-20,New York,New York ,0,0,0,,,,
2015-10-20,Utah,Salt Lake City ,0,0,0,,,,
2015-10-20,Colorado,Littleton ,0,0,0,,,,
2015-10-20,New Mexico,Truth Or Consequences,1,0,1,,,,
2015-10-20,California,Riverside ,0,0,0,,,,
2015-10-20,New York,New York ,1,1,2,,,,
2015-10-21,New York,Binghamton ,0,0,0,,,,
2015-10-21,New York,Bay Shore ,0,2,2,,,,
2015-10-21,Ohio,Cincinnati ,2,1,3,,,,
2015-10-21,Ohio,Amherst ,0,0,0,,,,
2015-10-21,New York,Monroe ,0,0,0,,,,
2015-10-21,Pennsylvania,Harrisburg ,0,0,0,,,,
2015-10-21,New York,Rochester ,0,0,0,,,,
2015-10-21,Missouri,Saint Louis ,0,0,0,,,,
2015-10-21,Missouri,Saint Louis ,0,1,1,,,,
2015-10-21,Maine,Holden,0,0,0,,,,
2015-10-21,Michigan,Grand Rapids ,1,0,1,,,,
2015-10-21,Wisconsin,Denmark ,0,1,1,,,,
2015-10-21,Maine,Wiscasset ,0,0,0,,,,
2015-10-21,New Jersey,Jackson,0,1,1,,,,
2015-10-21,Utah,Salt Lake City ,0,0,0,,,,
2015-10-21,Utah,Salt Lake City ,0,0,0,,,,
2015-10-21,Utah,Salt Lake City ,0,0,0,,,,
2015-10-22,New York,Middleport ,0,0,0,,,,
2015-10-22,Maryland,Riverdale,0,0,0,,,,
2015-10-22,Wisconsin,Sturtevant ,0,0,0,,,,
2015-10-22,Kentucky,Pine Top,1,0,1,,,,
2015-10-22,Florida,Hialeah ,1,0,1,,,,
2015-10-22,Pennsylvania,Mckeesport,0,0,0,Mckeesport,Pennsylvania,PA,Allegheny
2015-10-22,Maryland,Riverdale,0,0,0,,,,
2015-10-22,Pennsylvania,Mckeesport,0,0,0,Mckeesport,Pennsylvania,PA,Allegheny
2015-10-22,New York,Richmond Hill,0,0,0,,,,
2015-10-22,Maryland,Hyattsville ,0,1,1,,,,
2015-10-22,Washington,Seattle ,0,1,1,,,,
2015-10-22,Ohio,Cincinnati ,0,0,0,,,,
2015-10-22,New York,Plymouth,0,0,0,,,,
2015-10-22,New York,New York ,0,1,1,,,,
2015-10-22,New York,Monroe ,0,0,0,,,,
2015-10-23,Massachusetts,Braintree,0,0,0,,,,
2015-10-23,New York,Jamaica,0,0,0,,,,
2015-10-23,Wisconsin,Milwaukee ,0,1,1,,,,
2015-10-23,Florida,Fort Lauderdale ,0,1,1,,,,
2015-10-23,Louisiana,La Place ,0,0,0,,,,
2015-10-23,Pennsylvania,Wilkes Barre,0,0,0,,,,
2015-10-23,Florida,Fort Lauderdale ,2,0,2,,,,
2015-10-23,Pennsylvania,Harrisburg ,0,0,0,,,,
2015-10-23,Minnesota,Minneapolis ,0,0,0,,,,
2015-10-24,Tennessee,Cookeville ,0,1,1,,,,
2015-10-24,New York,Corona ,0,1,1,,,,
2015-10-24,Wisconsin,Salem ,1,0,1,,,,
2015-10-24,Connecticut,Middlefield,0,0,0,,,,
2015-10-24,New York,New York ,0,1,1,,,,
2015-10-24,New York,South Ozone Park,0,1,1,,,,
2015-10-24,New York,Jamaica,0,0,0,,,,
2015-10-24,Georgia,Mcdonough,1,0,1,,,,
2015-10-25,Missouri,Saint Louis ,0,1,1,,,,
2015-10-25,Georgia,Augusta ,0,0,0,,,,
2015-10-25,Florida,Daytona Beach ,1,0,1,,,,
2015-10-25,Maine,Houlton ,0,1,1,,,,
2015-10-25,New York,Bayside,0,2,2,,,,
2015-10-25,Illinois,Chicago ,0,2,2,,,,
2015-10-25,New York,Long Island City,0,1,1,,,,
2015-10-25,Maryland,Upper Marlboro ,2,0,2,,,,
2015-10-25,Alabama,Birmingham ,0,0,0,,,,
2015-10-25,Florida,Silver Springs,0,0,0,,,,
2015-10-25,Massachusetts,Amherst,0,0,0,,,,
2015-10-25,California,Marina Del Rey,1,0,1,,,,
2015-10-25,New York,Strykersville ,2,0,2,,,,
2015-10-26,New Jersey,Irvington,1,0,1,,,,
2015-10-26,Florida,Miami ,2,0,2,,,,
2015-10-26,Washington,Spokane ,0,0,0,,,,
2015-10-26,New Hampshire,Newton,0,0,0,,,,
2015-10-26,Georgia,Atlanta ,0,1,1,,,,
2015-10-26,Pennsylvania,Mckeesport,0,0,0,Mckeesport,Pennsylvania,PA,Allegheny
2015-10-26,Arkansas,Hot Springs National Park,1,0,1,,,,
2015-10-26,Ohio,Cincinnati ,0,2,2,,,,
2015-10-26,Ohio,Cincinnati ,1,0,1,,,,
2015-10-26,South Carolina,Beech Island,0,0,0,,,,
2015-10-26,Maryland,Brooklyn,0,1,1,,,,
2015-10-26,California,Pacoima,1,0,1,,,,
2015-10-27,Washington,Friday Harbor ,0,0,0,,,,
2015-10-27,Georgia,Lagrange,0,0,0,,,,
2015-10-27,Missouri,Saint Louis ,1,0,1,,,,
2015-10-27,New York,New York ,0,0,0,,,,
2015-10-27,California,Northridge,0,0,0,,,,
2015-10-27,Maryland,Brooklyn,0,0,0,,,,
2015-10-27,New York,New York ,0,1,1,,,,
2015-10-27,North Carolina,Winston Salem ,0,1,1,,,,
2015-10-27,Florida,Saint Petersburg ,1,0,1,,,,
2015-10-27,Massachusetts,Hanover,0,1,1,,,,
2015-10-28,Connecticut,Thompson,0,0,0,,,,
2015-10-28,Michigan,White Lake,0,0,0,,,,
2015-10-28,Kansas,Fort Riley,1,0,1,,,,
2015-10-28,Alabama,Mobile ,0,1,1,,,,
2015-10-28,Georgia,Lagrange,0,0,0,,,,
2015-10-28,Michigan,Farmington ,1,0,1,,,,
2015-10-28,Georgia,Atlanta ,0,0,0,,,,
2015-10-28,Missouri,Saint Louis ,1,0,1,,,,
2015-10-28,Alabama,Birmingham ,2,0,2,,,,
2015-10-28,Pennsylvania,Wilkes Barre,0,1,1,,,,
2015-10-28,New York,New York ,1,1,2,,,,
2015-10-28,Michigan,White Lake,0,0,0,,,,
2015-10-29,Connecticut,Wallingford,0,0,0,,,,
2015-10-29,Utah,Salt Lake City ,2,0,2,,,,
2015-10-29,Georgia,Lagrange,0,0,0,,,,
2015-10-29,Pennsylvania,Wilkes Barre,0,0,0,,,,
2015-10-29,Pennsylvania,Wilkes Barre,0,0,0,,,,
2015-10-29,Missouri,Saint Louis ,0,3,3,,,,
2015-10-29,Louisiana,La Place ,1,0,1,,,,
2015-10-29,Wisconsin,Madison ,0,0,0,,,,
2015-10-29,Florida,Hollywood ,1,0,1,,,,
2015-10-29,Washington,Seattle ,1,1,2,,,,
2015-10-30,Florida,Homestead ,0,1,1,,,,
2015-10-30,New Mexico,Espanola,0,1,1,Espanola,New Mexico,NM,Rio Arriba
2015-10-30,Ohio,Columbus ,0,1,1,,,,
2015-10-30,Oklahoma,Oklahoma City ,0,0,0,,,,
2015-10-30,Ohio,Cincinnati ,0,2,2,,,,
2015-10-30,Florida,Fort Lauderdale ,0,0,0,,,,
2015-10-31,New York,New York ,0,0,0,,,,
2015-10-31,New York,Rosedale,1,1,2,,,,
2015-10-31,New York,Jackson Heights,0,1,1,,,,
2015-10-31,Pennsylvania,Pittsburgh ,1,0,1,,,,
2015-10-31,Massachusetts,Greenfield,0,1,1,,,,
2015-10-31,North Carolina,Zionville,0,1,1,,,,
2015-10-31,North Carolina,Winston Salem ,0,2,2,,,,
2015-10-31,New York,Richfield Springs ,0,0,0,,,,
2015-10-31,Missouri,Saint Louis ,1,0,1,,,,
2015-10-31,New York,Castleton On Hudson,0,0,0,,,,
2015-10-31,Utah,Salt Lake City ,0,1,1,,,,
2015-10-31,Florida,Deland,0,0,0,,,,
2015-10-31,North Carolina,Winston Salem ,0,1,1,,,,
2015-10-31,Vermont,Moretown,0,0,0,,,,
2015-10-31,Iowa,Thurman ,0,1,1,,,,
2015-11-01,New York,New York ,0,3,3,,,,
2015-11-01,New York,New York ,0,1,1,,,,
2015-11-01,Connecticut,Essex,0,0,0,,,,
2015-11-01,Pennsylvania,Pittsburgh ,1,1,2,,,,
2015-11-01,Massachusetts,Norton,0,0,0,,,,
2015-11-01,Utah,Salt Lake City ,0,2,2,,,,
2015-11-01,Michigan,White Lake,0,0,0,,,,
2015-11-01,Michigan,Leonard ,0,1,1,,,,
2015-11-01,Pennsylvania,Mckeesport,0,0,0,Mckeesport,Pennsylvania,PA,Allegheny
2015-11-01,Wisconsin,Milwaukee ,0,0,0,,,,
2015-11-01,North Carolina,Winston Salem,1,1,2,,,,
2015-11-01,Ohio,Cincinnati ,0,0,0,,,,
2015-11-01,New York,Corona ,0,1,1,,,,
2015-11-01,Minnesota,Minneapolis ,0,0,0,,,,
2015-11-01,Ohio,Cincinnati ,0,1,1,,,,
2015-11-02,Ohio,Cincinnati ,0,1,1,,,,
2015-11-02,Tennessee,Madison,0,1,1,,,,
2015-11-02,Georgia,Lagrange,0,0,0,,,,
2015-11-02,Florida,Fort Lauderdale ,0,1,1,,,,
2015-11-02,New Mexico,Dexter ,0,0,0,,,,
2015-11-02,Texas,Cypress,2,0,2,,,,
2015-11-02,North Carolina,Winston Salem ,1,0,1,,,,
2015-11-02,South Carolina,Myrtle Beach ,0,1,1,,,,
2015-11-02,New York,Mohegan Lake,0,0,0,,,,
2015-11-02,Alabama,Birmingham ,0,0,0,,,,
2015-11-02,Alabama,Birmingham ,1,0,1,,,,
2015-11-02,Alabama,Birmingham ,0,1,1,,,,
2015-11-02,Alabama,Birmingham ,0,1,1,,,,
2015-11-02,Alabama,Birmingham ,0,0,0,,,,
2015-11-02,Georgia,Lagrange,0,1,1,,,,
2015-11-02,New York,New York ,0,1,1,,,,
2015-11-03,Ohio,Cincinnati ,0,2,2,,,,
2015-11-03,Florida,Miami ,0,0,0,,,,
2015-11-03,Florida,Fort Lauderdale ,1,0,1,,,,
2015-11-03,North Carolina,Pfafftown,0,1,1,,,,
2015-11-03,Georgia,Lagrange,0,1,1,,,,
2015-11-03,Alabama,Birmingham ,1,0,1,,,,
2015-11-03,New York,Jamaica,0,0,0,,,,
2015-11-03,Wisconsin,La Crosse ,0,0,0,,,,
2015-11-03,Indiana,Indianapolis ,0,0,0,,,,
2015-11-04,Hawaii,Pahoa,0,0,0,Pahoa,Hawaii,HI,Hawaii
2015-11-04,New York,Bellport ,1,0,1,,,,
2015-11-04,Florida,Fort Lauderdale ,1,2,3,,,,
2015-11-04,California,Studio City,0,1,1,,,,
2015-11-04,New Jersey,Neptune,0,0,0,,,,
2015-11-04,Ohio,Cincinnati ,1,0,1,,,,
2015-11-04,Pennsylvania,Mckeesport,0,0,0,Mckeesport,Pennsylvania,PA,Allegheny
2015-11-04,Florida,Hollywood ,1,1,2,,,,
2015-11-04,Pennsylvania,Mckeesport,1,0,1,Mckeesport,Pennsylvania,PA,Allegheny
2015-11-04,Pennsylvania,York ,0,0,0,,,,
2015-11-04,Texas,Cypress,2,2,4,,,,
2015-11-04,Virginia,Manassas ,0,0,0,,,,
2015-11-05,Rhode Island,Johnston,0,0,0,,,,
2015-11-05,Florida,Port Saint Lucie ,0,0,0,,,,
2015-11-05,Michigan,Macomb ,0,0,0,,,,
2015-11-05,Michigan,Macomb,0,0,0,,,,
2015-11-05,Louisiana,Gretna ,0,0,0,,,,
2015-11-05,Louisiana,La Place ,0,1,1,,,,
2015-11-05,New York,New York ,0,1,1,,,,
2015-11-05,South Carolina,Green Sea,1,0,1,,,,
2015-11-05,Oklahoma,Barnsdall ,1,0,1,,,,
2015-11-05,New Jersey,Irvington,1,0,1,,,,
2015-11-05,Kansas,Shawnee ,0,0,0,,,,
2015-11-05,Florida,Lehigh Acres ,1,0,1,,,,
2015-11-05,New York,Jamaica,0,1,1,,,,
2015-11-05,Louisiana,Gretna ,0,0,0,,,,
2015-11-06,Massachusetts,Amherst,0,0,0,,,,
2015-11-06,Pennsylvania,Middle Smithfield Township,0,0,0,,,,
2015-11-06,Massachusetts,Westport,0,2,2,,,,
2015-11-06,South Carolina,Green Sea,0,0,0,,,,
2015-11-07,Pennsylvania,Pittsburgh ,0,2,2,,,,
2015-11-07,Tennessee,Antioch,0,0,0,,,,
2015-11-07,Pennsylvania,Bensalem,1,0,1,,,,
2015-11-07,Ohio,Cleveland ,0,0,0,,,,
2015-11-07,Minnesota,Saint Paul ,1,0,1,,,,
2015-11-07,New York,New York ,0,0,0,,,,
2015-11-07,Louisiana,Westwego ,0,0,0,,,,
2015-11-08,Pennsylvania,Hazleton ,0,1,1,,,,
2015-11-08,North Carolina,Winston Salem ,0,2,2,,,,
2015-11-08,Alabama,Birmingham ,1,0,1,,,,
2015-11-08,Ohio,Cleveland ,0,1,1,,,,
2015-11-08,New Jersey,Monroe Township ,0,0,0,,,,
2015-11-08,Missouri,Saint Louis ,0,0,0,,,,
2015-11-08,New York,Flushing,0,1,1,,,,
2015-11-08,Wisconsin,La Crosse ,0,0,0,,,,
2015-11-09,Ohio,Cincinnati ,0,3,3,,,,
2015-11-09,Kentucky,Pine Ridge,1,2,3,,,,
2015-11-09,California,Van Nuys ,1,0,1,,,,
2015-11-09,California,Inglewood ,1,1,2,,,,
2015-11-09,New York,New York ,1,2,3,,,,
2015-11-09,Maryland,Hyattsville ,0,1,1,,,,
2015-11-09,Maryland,Hyattsville ,0,2,2,,,,
2015-11-09,Louisiana,La Place ,1,0,1,,,,
2015-11-09,Missouri,O Fallon,0,0,0,,,,
2015-11-09,Illinois,East Saint Louis ,1,0,1,,,,
2015-11-09,California,Van Nuys ,1,0,1,,,,
2015-11-09,Florida,Saint Johns ,0,0,0,,,,
2015-11-10,New York,Diamond Point,2,0,2,,,,
2015-11-10,New York,Riverhead ,0,0,0,,,,
2015-11-10,New York,Riverhead ,0,0,0,,,,
2015-11-10,Connecticut,Windham,0,1,1,,,,
2015-11-10,Massachusetts,Auburn,0,0,0,,,,
2015-11-10,South Carolina,Charleston ,0,1,1,,,,
2015-11-10,Virginia,Henrico ,0,0,0,,,,
2015-11-10,Maryland,Upper Marlboro ,1,0,1,,,,
2015-11-10,Pennsylvania,Kingston ,0,0,0,,,,
2015-11-10,Pennsylvania,Wilkes Barre,0,0,0,,,,
2015-11-10,California,Pittsburg ,1,0,1,,,,
2015-11-10,South Carolina,North Myrtle Beach ,0,0,0,,,,
2015-11-11,Michigan,Commerce Township,1,0,1,,,,
2015-11-11,Ohio,Columbus ,0,0,0,,,,
2015-11-11,Utah,Salt Lake City ,0,0,0,,,,
2015-11-11,Pennsylvania,Wilkes Barre,0,0,0,,,,
2015-11-11,Florida,Miami ,0,1,1,,,,
2015-11-11,Florida,Miami ,0,0,0,,,,
2015-11-12,Missouri,Saint Louis ,0,0,0,,,,
2015-11-12,New York,South Richmond Hill,1,0,1,,,,
2015-11-12,Tennessee,Mc Donald,2,0,2,,,,
2015-11-12,Illinois,Springfield ,1,0,1,,,,
2015-11-12,New York,Owls Head,0,1,1,,,,
2015-11-12,New Hampshire,Cornish,0,0,0,,,,
2015-11-12,Pennsylvania,Harrisburg ,0,0,0,,,,
2015-11-12,Illinois,Lincolnwood ,0,1,1,,,,
2015-11-12,Texas,Fort Worth ,1,0,1,,,,
2015-11-12,South Carolina,Seabrook,0,1,1,,,,
2015-11-12,New York,Bellport ,0,1,1,,,,
2015-11-12,Texas,Mabank ,0,0,0,,,,
2015-11-13,Florida,Palm Beach Gardens ,1,0,1,,,,
2015-11-13,New York,Rochester ,0,1,1,,,,
2015-11-13,Connecticut,Hamden,0,0,0,,,,
2015-11-13,Virginia,Henrico,0,1,1,,,,
2015-11-13,New York,Cochecton,0,0,0,,,,
2015-11-13,Georgia,Eden,1,1,2,,,,
2015-11-14,Florida,Fort Lauderdale ,1,0,1,,,,
2015-11-14,California,Riverside ,1,0,1,,,,
2015-11-14,Tennessee,Afton,0,0,0,,,,
2015-11-14,Utah,Salt Lake City ,0,0,0,,,,
2015-11-14,South Dakota,Rosebud ,1,0,1,,,,
2015-11-14,Vermont,Saint Albans ,0,0,0,,,,
2015-11-14,Ohio,Dayton ,0,0,0,,,,
2015-11-14,Maine,Skowhegan ,0,0,0,,,,
2015-11-14,South Carolina,Saint Helena Island,0,2,2,,,,
2015-11-15,Florida,Miami ,0,1,1,,,,
2015-11-15,Florida,Fort Lauderdale ,0,0,0,,,,
2015-11-15,California,Valencia,2,0,2,,,,
2015-11-15,New Jersey,Orange,0,2,2,,,,
2015-11-15,Florida,Homestead ,0,0,0,,,,
2015-11-15,Pennsylvania,Wilkes Barre,0,1,1,,,,
