date,state,city_or_county,n_killed,n_injured,n_total,county
1/27/2018,Massachusetts,Lancaster,0,0,0,Lancaster
1/28/2018,Tennessee,Madison,0,1,1,Madison
1/28/2018,Georgia,Cobb,0,0,0,Cobb
1/30/2018,South Dakota,Black Hawk,0,1,1,Black Hawk
1/31/2018,Connecticut,Guilford,1,0,1,Guilford
1/31/2018,Georgia,Winston,0,1,1,Winston
2/3/2018,New Hampshire,Merrimack,0,0,0,Merrimack
2/9/2018,New York,Sterling,0,0,0,Sterling
2/14/2018,Tennessee,Madison,0,0,0,Madison
2/19/2018,Maine,Jay,0,0,0,Jay
2/19/2018,Connecticut,Fairfield,0,0,0,Fairfield
2/20/2018,Connecticut,Essex,2,0,2,Essex
2/27/2018,Pennsylvania,Pittsburg,0,0,0,Pittsburg
2/28/2018,Tennessee,Madison,0,0,0,Madison
3/2/2018,Delaware,Lincoln,0,0,0,Lincoln
3/4/2018,New Jersey,Jackson,1,0,1,Jackson
3/4/2018,Massachusetts,Weston,0,0,0,Weston
3/11/2018,Connecticut,Fairfield,0,0,0,Fairfield
3/12/2018,Tennessee,Madison,0,0,0,Madison
3/12/2018,Tennessee,Madison,0,0,0,Madison
3/16/2018,Virginia,Henrico,0,0,0,Henrico
3/21/2018,Maryland,Faulkner,0,1,1,Faulkner
3/25/2018,Alaska,Barrow,1,0,1,Barrow
3/26/2018,Massachusetts,Charlton,0,0,0,Charlton
3/26/2018,Illinois,Owen,0,0,0,Owen
3/29/2018,Tennessee,Madison,0,1,1,Madison
