,date,state,city_or_county,n_killed,n_injured,n_total,county
5877,10/16/2017,Mississippi,Mccomb,0,1,1,
5951,11/3/2017,Mississippi,Mccomb,0,1,1,
5970,11/8/2017,Mississippi,Mccomb,0,1,1,
6025,11/24/2017,Mississippi,Mccomb,0,2,2,
6149,12/26/2017,Mississippi,Mccomb,1,0,1,
6238,1/20/2018,Mississippi,Mccomb,1,0,1,
6356,2/23/2018,Mississippi,Mccomb,1,0,1,
6375,3/1/2018,Mississippi,Mccomb,2,0,2,
6439,3/18/2018,Mississippi,Mccomb,0,0,0,
3099,8/21/2015,South Carolina,Mccormick,1,0,1,
5002,2/20/2017,Tennessee,Mcdonald,0,0,0,
552,4/20/2014,Georgia,Mcdonough,1,0,1,
1672,10/16/2014,Georgia,Mcdonough,0,0,0,
2712,5/13/2015,Georgia,Mcdonough,0,1,1,
3316,10/24/2015,Georgia,Mcdonough,1,0,1,
3458,11/30/2015,Georgia,Mcdonough,2,0,2,
4018,5/18/2016,Georgia,Mcdonough,0,0,0,
4482,10/1/2016,Georgia,Mcdonough,1,0,1,
4649,11/16/2016,Georgia,Mcdonough,0,1,1,
4722,12/6/2016,Georgia,Mcdonough,0,0,0,
4895,1/25/2017,Georgia,Mcdonough,1,1,2,
4981,2/13/2017,Georgia,Mcdonough,1,0,1,
5274,5/13/2017,Georgia,Mcdonough,1,0,1,
5403,6/12/2017,Georgia,Mcdonough,1,1,2,
5668,8/27/2017,Georgia,Mcdonough,1,0,1,
6245,1/22/2018,Georgia,Mcdonough,0,0,0,
1792,11/3/2014,Wisconsin,Mcfarland,0,0,0,
3121,8/26/2015,Wisconsin,Mcfarland,0,0,0,
1196,8/6/2014,West Virginia,Mcgraws,1,1,2,
5627,8/16/2017,Minnesota,Mcgregor,0,0,0,
5266,5/11/2017,Illinois,Mchenry,0,0,0,
6216,1/15/2018,Illinois,Mchenry,0,2,2,
608,5/2/2014,Alabama,Mcintosh,1,0,1,
6401,3/11/2018,Minnesota,Mcintosh,0,0,0,
3143,9/1/2015,Kentucky,Mckee,1,0,1,
6219,1/16/2018,Kentucky,Mckee,1,0,1,
279,2/19/2014,Pennsylvania,Mckees Rocks,1,0,1,
5556,7/30/2017,Tennessee,Mckenzie,0,1,1,
33,1/7/2014,California,Mckinleyville,0,0,0,
1248,8/14/2014,California,Mckinleyville,0,0,0,
2032,12/15/2014,California,Mckinleyville,0,1,1,
2289,2/13/2015,California,Mckinleyville,0,0,0,
2522,4/5/2015,California,Mckinleyville,0,0,0,
3299,10/19/2015,California,Mckinleyville,0,0,0,
3731,2/18/2016,California,Mckinleyville,0,0,0,
3980,5/4/2016,California,Mckinleyville,0,0,0,
4187,7/6/2016,California,Mckinleyville,0,0,0,
4299,8/9/2016,California,Mckinleyville,0,0,0,
4309,8/12/2016,California,Mckinleyville,0,0,0,
4330,8/17/2016,California,Mckinleyville,1,0,1,
4471,9/27/2016,California,Mckinleyville,0,0,0,
4953,2/7/2017,California,Mckinleyville,0,0,0,
4960,2/9/2017,California,Mckinleyville,0,0,0,
5463,7/1/2017,California,Mckinleyville,0,0,0,
5698,9/2/2017,California,Mckinleyville,0,0,0,
6041,11/27/2017,California,Mckinleyville,0,0,0,
6107,12/15/2017,California,Mckinleyville,0,0,0,
6144,12/25/2017,California,Mckinleyville,0,0,0,
6146,12/25/2017,California,Mckinleyville,0,0,0,
6242,1/21/2018,California,Mckinleyville,0,0,0,
6374,2/28/2018,California,Mckinleyville,0,0,0,
62,1/12/2014,Texas,Mckinney,0,1,1,
106,1/16/2014,Texas,Mckinney,2,0,2,
670,5/12/2014,Texas,Mckinney,0,1,1,
2500,4/2/2015,Texas,Mckinney,1,0,1,
3212,9/23/2015,Texas,Mckinney,1,0,1,
4126,6/20/2016,Texas,Mckinney,2,0,2,
4580,10/30/2016,Texas,Mckinney,1,0,1,
4760,12/18/2016,Texas,Mckinney,0,0,0,
5916,10/26/2017,Texas,Mckinney,0,0,0,
824,6/12/2014,North Carolina,Mcleansville,1,0,1,
6183,1/6/2018,Oklahoma,Mcloud,1,0,1,
191,1/31/2014,Oregon,Mcminnville,0,0,0,
2576,4/17/2015,Oregon,Mcminnville,0,0,0,
2879,6/18/2015,Oregon,Mcminnville,0,0,0,
2914,7/1/2015,Oregon,Mcminnville,1,0,1,
3030,8/3/2015,Oregon,Mcminnville,0,1,1,
3608,1/12/2016,Tennessee,Mcminnville,1,0,1,
3961,4/27/2016,Tennessee,Mcminnville,1,1,2,
4111,6/18/2016,Oregon,Mcminnville,0,0,0,
4206,7/12/2016,Oregon,Mcminnville,0,1,1,
4287,8/6/2016,Oregon,Mcminnville,0,0,0,
5049,3/8/2017,Oregon,Mcminnville,1,1,2,
5872,10/15/2017,Oregon,Mcminnville,0,1,1,
5937,10/29/2017,Oregon,Mcminnville,0,1,1,
6029,11/25/2017,Oregon,Mcminnville,0,1,1,
6101,12/15/2017,Tennessee,Mcminnville,1,0,1,
6409,3/13/2018,Tennessee,Mcminnville,1,0,1,
355,3/8/2014,Kansas,Mcpherson,0,1,1,
6175,1/3/2018,Kentucky,Meally,0,0,0,
4175,7/3/2016,Michigan,Mears,0,1,1,
1217,8/9/2014,Maine,Medway,0,0,0,
1864,11/13/2014,Ohio,Medway,0,0,0,
3206,9/21/2015,Massachusetts,Medway,0,0,0,
765,5/30/2014,Kentucky,Melber,0,1,1,
6265,1/28/2018,Pennsylvania,Melcroft,5,0,5,
2688,5/9/2015,Georgia,Meldrim,0,0,0,
2374,3/6/2015,Florida,Melrose,1,1,2,
5127,4/1/2017,Florida,Melrose,1,0,1,
5445,6/23/2017,Florida,Melrose,0,1,1,
5397,6/10/2017,New York,Memphis,0,0,0,
18,1/4/2014,New York,Mendon,0,2,2,
20,1/4/2014,New York,Mendon,0,1,1,
2090,12/25/2014,Vermont,Mendon,0,0,0,
308,2/25/2014,Wisconsin,Menomonie,0,1,1,
613,5/3/2014,Wisconsin,Menomonie,0,0,0,
992,7/10/2014,Wisconsin,Menomonie,0,0,0,
2629,4/27/2015,Wisconsin,Menomonie,0,0,0,
3259,10/7/2015,Wisconsin,Menomonie,1,0,1,
6269,1/29/2018,Wisconsin,Menomonie,0,0,0,
6298,2/4/2018,Wisconsin,Menomonie,0,0,0,
6372,2/28/2018,Wisconsin,Menomonie,0,0,0,
3271,10/10/2015,North Carolina,Merritt,1,0,1,
1352,8/31/2014,North Carolina,Merry Hill,0,3,3,
6158,12/31/2017,New Mexico,Mesilla Park,0,0,0,
5199,4/25/2017,Ohio,Mesopotamia,1,1,2,
1345,8/30/2014,Louisiana,Metairie ,0,0,0,
1157,8/1/2014,Florida,Miami Springs ,0,0,0,
7,1/1/2014,Ohio,Miami Township,0,0,0,
332,3/3/2014,Ohio,Miami Township,1,0,1,
213,2/3/2014,Florida,Miami-dade,1,2,3,
229,2/6/2014,Florida,Miami-dade,0,1,1,
251,2/11/2014,Florida,Miami-dade,0,0,0,
441,3/26/2014,Florida,Miami-dade,0,1,1,
1245,8/14/2014,Florida,Miami-dade,0,0,0,
1278,8/18/2014,Florida,Miami-dade,0,1,1,
1294,8/21/2014,Florida,Miami-dade,0,1,1,
1358,9/2/2014,Florida,Miami-dade,0,1,1,
1434,9/11/2014,Florida,Miami-dade,0,0,0,
1457,9/14/2014,Florida,Miami-dade,1,0,1,
1464,9/14/2014,Florida,Miami-dade,0,0,0,
1472,9/15/2014,Florida,Miami-dade,0,1,1,
1516,9/21/2014,Florida,Miami-dade,0,1,1,
1571,9/30/2014,Florida,Miami-dade,1,0,1,
1611,10/6/2014,Florida,Miami-dade,0,0,0,
1617,10/7/2014,Florida,Miami-dade,2,1,3,
1659,10/13/2014,Florida,Miami-dade,0,0,0,
1694,10/18/2014,Florida,Miami-dade,0,0,0,
1698,10/19/2014,Florida,Miami-dade,0,0,0,
1750,10/28/2014,Florida,Miami-dade,0,0,0,
1766,10/30/2014,Florida,Miami-dade,1,0,1,
1786,11/2/2014,Florida,Miami-dade,0,1,1,
1805,11/4/2014,Florida,Miami-dade,1,0,1,
1813,11/6/2014,Florida,Miami-dade,0,0,0,
1829,11/9/2014,Florida,Miami-dade,0,0,0,
1924,11/23/2014,Florida,Miami-dade,0,2,2,
1934,11/25/2014,Florida,Miami-dade,1,0,1,
1979,12/5/2014,Florida,Miami-dade,1,0,1,
1980,12/5/2014,Florida,Miami-dade,0,2,2,
2012,12/12/2014,Florida,Miami-dade,0,0,0,
2077,12/23/2014,Florida,Miami-dade,0,1,1,
2078,12/23/2014,Florida,Miami-dade,1,0,1,
2081,12/23/2014,Florida,Miami-dade,0,1,1,
2192,1/16/2015,Florida,Miami-dade,0,1,1,
2209,1/19/2015,Florida,Miami-dade,0,1,1,
2228,1/26/2015,Florida,Miami-dade,1,1,2,
2446,3/20/2015,Florida,Miami-dade,1,0,1,
2470,3/28/2015,Florida,Miami-dade,0,1,1,
2564,4/15/2015,Florida,Miami-dade,1,0,1,
2718,5/15/2015,Florida,Miami-dade,1,0,1,
1948,11/27/2014,Florida,Miami-dade ,1,0,1,
3370,11/6/2015,Pennsylvania,Middle Smithfield Township,0,0,0,
322,2/28/2014,New Jersey,Middle Township,0,0,0,
1380,9/5/2014,New Jersey,Middle Township,0,0,0,
2643,4/29/2015,New Jersey,Middle Township,0,0,0,
2761,5/23/2015,New Jersey,Middle Township,0,1,1,
2770,5/24/2015,New Jersey,Middle Township,0,0,0,
4905,1/27/2017,New York,Middle Village,1,0,1,
5109,3/28/2017,New York,Middle Village,0,1,1,
3141,8/31/2015,Massachusetts,Middleboro,0,1,1,
4042,5/25/2016,Massachusetts,Middleboro,0,0,0,
4564,10/25/2016,Massachusetts,Middleboro,0,0,0,
6270,1/29/2018,Massachusetts,Middleboro,0,0,0,
5401,6/11/2017,Connecticut,Middlebury,0,0,0,
2088,12/25/2014,Connecticut,Middlefield,0,1,1,
3313,10/24/2015,Connecticut,Middlefield,0,0,0,
4300,8/10/2016,Connecticut,Middlefield,1,0,1,
1957,11/29/2014,New Hampshire,Middleton,0,0,0,
2979,7/19/2015,Rhode Island,Middletown,1,0,1,
3186,9/15/2015,Tennessee,Midway,0,0,0,
4430,9/15/2016,Tennessee,Midway,0,1,1,
4678,11/24/2016,Tennessee,Midway,0,1,1,
6240,1/20/2018,West Virginia,Midway,0,1,1,
6307,2/9/2018,Oklahoma,Milfay,0,0,0,
1090,7/24/2014,Hawaii,Mililani,0,0,0,
2471,3/28/2015,Hawaii,Mililani,0,1,1,
4706,12/1/2016,Hawaii,Mililani,0,2,2,
6160,12/31/2017,Hawaii,Mililani,0,0,0,
1321,8/27/2014,Delaware,Mill Creek,0,0,0,
192,1/31/2014,New Jersey,Millburn,0,0,0,
6038,11/27/2017,New Jersey,Millburn,0,0,0,
3692,2/4/2016,Massachusetts,Millbury,0,0,0,
5808,10/2/2017,Pennsylvania,Millcreek,0,0,0,
6394,3/8/2018,Pennsylvania,Millcreek Twnshp,1,0,1,
3149,9/2/2015,Massachusetts,Millis,0,0,0,
3439,11/26/2015,Massachusetts,Millis,1,0,1,
653,5/9/2014,Delaware,Milltown,0,0,0,
728,5/23/2014,Delaware,Milltown,0,0,0,
2199,1/17/2015,Ohio,Millvale,0,1,1,
3654,1/26/2016,Massachusetts,Millville,0,0,0,
4102,6/14/2016,New Jersey,Milmay,0,0,0,
1787,11/3/2014,Oregon,Milton Freewater,0,0,0,
3963,4/28/2016,Oregon,Milton Freewater,0,1,1,
6410,3/13/2018,Minnesota,Mineapolis,0,0,0,
6150,12/26/2017,New York,Minerva,0,1,1,
1166,8/2/2014,Maine,Minot,0,0,0,
6368,2/27/2018,New Jersey,Minotola,0,0,0,
1257,8/15/2014,Alabama,Mobile ,0,0,0,
3616,1/13/2016,Tennessee,Mohawk,0,0,0,
5261,5/10/2017,Tennessee,Mohawk,0,1,1,
3356,11/2/2015,New York,Mohegan Lake,0,0,0,
5837,10/7/2017,Ohio,Mohican Township,0,1,1,
216,2/4/2014,Vermont,Monkton,0,0,0,
1505,9/20/2014,Vermont,Monkton,0,0,0,
2528,4/7/2015,Vermont,Monkton,0,0,0,
802,6/5/2014,New Jersey,Monroe Township,0,0,0,
1081,7/23/2014,New Jersey,Monroe Township,0,1,1,
1207,8/7/2014,New Jersey,Monroe Township,0,0,0,
3168,9/8/2015,New Jersey,Monroe Township,0,1,1,
4679,11/25/2016,New Jersey,Monroe Township,1,2,3,
6200,1/10/2018,New Jersey,Monroe Township,1,0,1,
2403,3/12/2015,Maine,Monson,0,1,1,
3198,9/20/2015,Massachusetts,Monson,0,0,0,
3239,10/4/2015,Massachusetts,Monson,0,0,0,
3264,10/8/2015,Massachusetts,Monson,0,0,0,
4110,6/18/2016,Massachusetts,Monson,0,0,0,
4515,10/11/2016,Massachusetts,Monson,0,0,0,
6306,2/8/2018,Massachusetts,Monson,0,0,0,
1057,7/20/2014,New Hampshire,Mont Vernon,0,0,0,
997,7/11/2014,New Jersey,Montague Township,0,0,0,
38,1/8/2014,New Jersey,Montclair,0,0,0,
1192,8/5/2014,New Jersey,Montclair,0,0,0,
1270,8/17/2014,New Jersey,Montclair,0,0,0,
1273,8/17/2014,New Jersey,Montclair,0,0,0,
1701,10/20/2014,New Jersey,Montclair,0,0,0,
2016,12/13/2014,New Jersey,Montclair,0,1,1,
3191,9/17/2015,New Jersey,Montclair,0,0,0,
3838,3/20/2016,New Jersey,Montclair,0,1,1,
4270,7/30/2016,New Jersey,Montclair,0,0,0,
4787,12/26/2016,New Jersey,Montclair,0,0,0,
5537,7/23/2017,New Jersey,Montclair,0,0,0,
1610,10/5/2014,Vermont,Montepelier,0,0,0,
479,4/4/2014,Connecticut,Montville,0,0,0,
801,6/5/2014,Connecticut,Montville,0,1,1,
2057,12/19/2014,Connecticut,Montville,0,0,0,
4073,6/5/2016,Connecticut,Montville,1,0,1,
4530,10/14/2016,Connecticut,Montville,0,0,0,
4914,1/29/2017,Connecticut,Montville,1,0,1,
983,7/8/2014,South Carolina,Moonville,0,0,0,
6357,2/23/2018,North Dakota,Moorhead,0,0,0,
1350,8/31/2014,Maine,Moose River,0,0,0,
3348,10/31/2015,Vermont,Moretown,0,0,0,
3972,5/1/2016,Vermont,Moretown,0,1,1,
1963,12/1/2014,New York,Moriah,0,1,1,
89,1/14/2014,Kentucky,Morning View,2,0,2,
6197,1/10/2018,Kentucky,Morning View,1,0,1,
777,6/1/2014,Maine,Moscow,0,0,0,
182,1/30/2014,Florida,Moss Point,0,1,1,
724,5/21/2014,Ohio,Mount Airy,0,1,1,
1368,9/2/2014,Ohio,Mount Airy,0,1,1,
2994,7/23/2015,Louisiana,Mount Airy,0,0,0,
3514,12/17/2015,Louisiana,Mount Airy,0,0,0,
2855,6/11/2015,Pennsylvania,Mount Bethel,1,0,1,
4217,7/15/2016,California,Mount Hamilton,0,0,0,
1258,8/15/2014,Vermont,Mount Holly,0,0,0,
2546,4/9/2015,Vermont,Mount Holly,0,0,0,
6243,1/21/2018,Vermont,Mount Holly,0,1,1,
400,3/19/2014,New Jersey,Mount Holly Township,0,0,0,
2,1/1/2014,New Jersey,Mount Laurel,0,2,2,
100,1/16/2014,New Jersey,Mount Laurel,0,0,0,
104,1/16/2014,New Jersey,Mount Laurel,0,0,0,
423,3/23/2014,New Jersey,Mount Laurel,0,0,0,
972,7/7/2014,New Jersey,Mount Laurel,0,1,1,
989,7/9/2014,New Jersey,Mount Laurel,0,1,1,
1176,8/3/2014,New Jersey,Mount Laurel,0,1,1,
3104,8/22/2015,New Jersey,Mount Laurel,0,1,1,
4303,8/11/2016,New Jersey,Mount Laurel,0,0,0,
964,7/7/2014,New Jersey,Mount Laurel Township,0,1,1,
399,3/19/2014,West Virginia,Mount Lookout,0,1,1,
3432,11/23/2015,Wisconsin,Mount Morris,1,0,1,
336,3/4/2014,New Jersey,Mount Olive Township,1,0,1,
892,6/26/2014,South Carolina,Mount Pleasant ,0,0,0,
5898,10/21/2017,Kentucky,Mount Sherman,0,1,1,
1978,12/5/2014,North Carolina,Mount Ulla,0,0,0,
3892,4/5/2016,North Carolina,Mount Ulla,0,1,1,
4828,1/6/2017,North Carolina,Mount Ulla,0,0,0,
6100,12/13/2017,North Carolina,Mount Ulla,0,0,0,
1714,10/22/2014,Maine,Mount Vernon,0,0,0,
4243,7/23/2016,West Virginia,Mount Zion,1,0,1,
4161,7/1/2016,South Carolina,Mountain Rest,0,0,0,
4351,8/21/2016,South Carolina,Mountain Rest,0,0,0,
1297,8/22/2014,Alaska,Mountain View,0,1,1,
3882,4/2/2016,Alaska,Mountain View,0,1,1,
6082,12/7/2017,Alaska,Mountain View,0,1,1,
6124,12/19/2017,Washington,Moxee,1,0,1,
2741,5/19/2015,Tennessee,Mt. Juliet,0,0,0,
2394,3/10/2015,Michigan,Mt. Pleasant,0,0,0,
2760,5/22/2015,Texas,Mt. Pleasant,0,1,1,
897,6/27/2014,Pennsylvania,Muhlenberg Township,1,0,1,
1466,9/15/2014,Michigan,Mundy Township,0,0,0,
2642,4/29/2015,Michigan,Mundy Township,1,0,1,
2647,4/30/2015,Michigan,Mundy Township,0,1,1,
2719,5/15/2015,Pennsylvania,Munson,0,1,1,
5702,9/4/2017,Maryland,Nanjemoy,1,1,2,
6139,12/23/2017,Maryland,Nanjemoy,1,0,1,
1009,7/12/2014,Florida,Naples ,0,0,0,
2180,1/14/2015,Rhode Island,Narragansett,0,0,0,
4719,12/6/2016,Pennsylvania,Narvon,1,0,1,
108,1/16/2014,Louisiana,Natchitoches Parish,0,2,2,
170,1/29/2014,Louisiana,Natchitoches Parish,0,0,0,
345,3/7/2014,Louisiana,Natchitoches Parish,0,1,1,
914,6/29/2014,Louisiana,Natchitoches Parish,0,1,1,
1232,8/12/2014,Louisiana,Natchitoches Parish,0,0,0,
2402,3/11/2015,Massachusetts,Natick,0,0,0,
2912,6/30/2015,Massachusetts,Natick,0,0,0,
2991,7/22/2015,Massachusetts,Natick,0,0,0,
3409,11/17/2015,Massachusetts,Natick,0,0,0,
3475,12/4/2015,Massachusetts,Natick,0,0,0,
4950,2/6/2017,Massachusetts,Natick,0,0,0,
5369,6/3/2017,Massachusetts,Natick,0,0,0,
1802,11/4/2014,California,Natomas,1,0,1,
2798,5/29/2015,California,Natomas,1,0,1,
702,5/17/2014,North Carolina,Nebo,2,0,2,
1812,11/6/2014,North Carolina,Nebo,0,0,0,
1930,11/24/2014,North Carolina,Nebo,0,0,0,
2037,12/16/2014,North Carolina,Nebo,0,0,0,
2329,2/22/2015,North Carolina,Nebo,0,1,1,
2878,6/17/2015,North Carolina,Nebo,1,0,1,
3711,2/12/2016,North Carolina,Nebo,0,0,0,
3915,4/14/2016,North Carolina,Nebo,1,0,1,
4178,7/4/2016,North Carolina,Nebo,0,0,0,
4872,1/18/2017,North Carolina,Nebo,1,0,1,
4878,1/20/2017,North Carolina,Nebo,0,1,1,
5191,4/22/2017,North Carolina,Nebo,0,0,0,
5582,8/4/2017,North Carolina,Nebo,0,0,0,
5806,10/2/2017,North Carolina,Nebo,1,0,1,
6273,1/29/2018,North Carolina,Nebo,0,0,0,
5334,5/26/2017,Indiana,Needham,0,0,0,
2793,5/28/2015,West Virginia,Nellis,0,0,0,
2316,2/19/2015,Ohio,Nelsonvlle,0,1,1,
642,5/6/2014,New Jersey,Neptune,0,0,0,
739,5/25/2014,New Jersey,Neptune,0,2,2,
760,5/29/2014,New Jersey,Neptune,0,1,1,
781,6/2/2014,New Jersey,Neptune,0,0,0,
1022,7/14/2014,New Jersey,Neptune,0,0,0,
2225,1/25/2015,New Jersey,Neptune,0,0,0,
3362,11/4/2015,New Jersey,Neptune,0,0,0,
3445,11/28/2015,New Jersey,Neptune,0,1,1,
3700,2/8/2016,New Jersey,Neptune,1,0,1,
3701,2/8/2016,New Jersey,Neptune,0,0,0,
3930,4/18/2016,New Jersey,Neptune,1,0,1,
5118,3/29/2017,New Jersey,Neptune,0,0,0,
5285,5/15/2017,New Jersey,Neptune,1,0,1,
5690,8/31/2017,New Jersey,Neptune,0,1,1,
5795,9/29/2017,New Jersey,Neptune,2,0,2,
181,1/30/2014,New Jersey,Neptune Township,0,0,0,
2166,1/12/2015,New York,New Baltimore,0,0,0,
3885,4/3/2016,Massachusetts,New Braintree,0,0,0,
2517,4/4/2015,Connecticut,New Canaan,0,0,0,
3845,3/21/2016,Connecticut,New Canaan,1,0,1,
4988,2/15/2017,Connecticut,New Canaan,0,0,0,
3471,12/3/2015,Pennsylvania,New Derry,0,0,0,
5005,2/23/2017,New Hampshire,New Durham,0,0,0,
3857,3/24/2016,Connecticut,New Fairfield,0,0,0,
2670,5/5/2015,Maine,New Gloucester,0,0,0,
2792,5/27/2015,Maine,New Gloucester,0,0,0,
4417,9/12/2016,Maine,New Gloucester,0,0,0,
349,3/7/2014,New Jersey,New Gretna,0,1,1,
5868,10/15/2017,New York,New Hampton,0,0,0,
5959,11/5/2017,New York,New Hampton,0,0,0,
3013,7/28/2015,New Hampshire,New Ipswich,0,1,1,
1575,9/30/2014,Pennsylvania,New Kensington ,0,0,0,
1988,12/8/2014,New York,New Lebanon,0,0,0,
2163,1/11/2015,Maine,New Limerick,0,0,0,
2526,4/6/2015,Texas,New Orleans,0,0,0,
1118,7/28/2014,Louisiana,New Orleans ,0,0,0,
1243,8/14/2014,Louisiana,New Orleans ,0,0,0,
1268,8/17/2014,Louisiana,New Orleans ,0,0,0,
1336,8/29/2014,Louisiana,New Orleans ,0,0,0,
1338,8/29/2014,Louisiana,New Orleans ,0,0,0,
1522,9/22/2014,Louisiana,New Orleans ,0,0,0,
1550,9/26/2014,Louisiana,New Orleans ,0,0,0,
1551,9/27/2014,Louisiana,New Orleans ,0,0,0,
1592,10/3/2014,Louisiana,New Orleans ,0,0,0,
1612,10/6/2014,Louisiana,New Orleans ,0,0,0,
1638,10/11/2014,Louisiana,New Orleans ,0,0,0,
1644,10/11/2014,Louisiana,New Orleans ,0,0,0,
1780,11/2/2014,Louisiana,New Orleans ,0,0,0,
316,2/27/2014,Maine,New Portland,0,0,0,
361,3/12/2014,Maine,New Portland,0,0,0,
4318,8/14/2016,Maine,New Portland,0,0,0,
6456,3/22/2018,Maine,New Portland,0,0,0,
3760,2/28/2016,New York,New Scotland,0,0,0,
4555,10/22/2016,Maine,New Sharon,0,1,1,
54,1/10/2014,Ohio,New Westville,0,0,0,
4492,10/5/2016,Oklahoma,Newalla,0,0,0,
1046,7/18/2014,Indiana,Newark,1,0,1,
3660,1/27/2016,Maryland,Newburg,0,0,0,
1210,8/8/2014,Maine,Newburgh,0,0,0,
822,6/11/2014,Ohio,Newbury,0,0,0,
1500,9/19/2014,New York,Newfield,0,0,0,
2262,2/6/2015,New Hampshire,Newington,0,1,1,
5088,3/19/2017,New Hampshire,Newington,0,0,0,
5353,5/31/2017,New Hampshire,Newington,0,0,0,
6434,3/17/2018,New Hampshire,Newington,0,0,0,
2944,7/9/2015,Massachusetts,Newton Highlands,0,1,1,
1606,10/5/2014,New Hampshire,Newtown,0,0,0,
3398,11/15/2015,Indiana,Nineveh,0,0,0,
4742,12/12/2016,Indiana,Nineveh,0,0,0,
5645,8/20/2017,Indiana,Nineveh,0,1,1,
1519,9/21/2014,Maine,Nobleboro,0,0,0,
2787,5/27/2015,Maine,Nobleboro,0,0,0,
4068,6/5/2016,Maine,Nobleboro,0,0,0,
4405,9/7/2016,Wisconsin,Nokomis,0,2,2,
1631,10/10/2014,Pennsylvania,Normalville,0,0,0,
1098,7/25/2014,Massachusetts,North Andover,0,0,0,
5876,10/16/2017,Massachusetts,North Andover,0,0,0,
1981,12/5/2014,New York,North Bangor,0,0,0,
1357,9/1/2014,New Jersey,North Brunswick,1,0,1,
1776,11/1/2014,New Jersey,North Brunswick,0,0,0,
5282,5/14/2017,New Jersey,North Brunswick,1,0,1,
6118,12/17/2017,New Jersey,North Brunswick,0,0,0,
1549,9/26/2014,Minnesota,North Cass,0,1,1,
874,6/23/2014,Virginia,North Chesterfield,0,0,0,
2614,4/24/2015,Virginia,North Chesterfield,0,0,0,
4345,8/20/2016,Pennsylvania,North Coventry,0,1,1,
3945,4/23/2016,Massachusetts,North Dartmouth,0,0,0,
3642,1/22/2016,California,North Fork,0,0,0,
5364,6/2/2017,California,North Fork,0,0,0,
1154,8/1/2014,New York,North Greenbush,0,0,0,
5239,5/5/2017,New Hampshire,North Hampton,0,0,0,
2219,1/22/2015,California,North Hills,1,1,2,
3626,1/17/2016,California,North Hills,1,0,1,
3854,3/24/2016,California,North Hills,0,0,0,
3868,3/29/2016,California,North Hills,1,0,1,
3970,4/30/2016,California,North Hills,1,0,1,
4214,7/14/2016,California,North Hills,0,0,0,
4431,9/16/2016,California,North Hills,0,1,1,
5192,4/22/2017,California,North Hills,0,1,1,
6087,12/7/2017,California,North Hills,1,0,1,
6141,12/24/2017,California,North Hills,0,1,1,
1628,10/9/2014,California,North Hollywood,1,0,1,
2985,7/22/2015,California,North Hollywood,0,0,0,
3241,10/4/2015,California,North Hollywood,1,0,1,
3513,12/17/2015,California,North Hollywood,0,0,0,
3518,12/17/2015,California,North Hollywood,0,0,0,
3593,1/8/2016,California,North Hollywood,0,0,0,
4302,8/11/2016,California,North Hollywood,0,1,1,
4305,8/11/2016,California,North Hollywood,0,1,1,
4458,9/24/2016,California,North Hollywood,1,0,1,
4574,10/26/2016,California,North Hollywood,0,1,1,
4957,2/8/2017,California,North Hollywood,0,0,0,
5291,5/16/2017,California,North Hollywood,0,1,1,
5619,8/14/2017,California,North Hollywood,2,2,4,
5667,8/25/2017,California,North Hollywood,0,0,0,
6049,11/29/2017,California,North Hollywood,0,1,1,
6194,1/10/2018,California,North Hollywood,0,0,0,
6229,1/18/2018,California,North Hollywood,0,1,1,
6327,2/14/2018,California,North Hollywood,1,1,2,
6379,3/3/2018,California,North Hollywood,1,0,1,
6473,3/25/2018,California,North Hollywood,0,0,0,
2807,5/30/2015,Pennsylvania,North Huntingdon,0,0,0,
149,1/25/2014,Rhode Island,North Kingstown,0,0,0,
3194,9/18/2015,Rhode Island,North Kingstown,0,0,0,
3604,1/11/2016,Rhode Island,North Kingstown,0,0,0,
4860,1/16/2017,Rhode Island,North Kingstown,0,0,0,
5727,9/12/2017,Pennsylvania,North Middleton,0,0,0,
957,7/6/2014,Utah,North Park,0,0,0,
1275,8/18/2014,Rhode Island,North Providence,1,3,4,
4014,5/15/2016,Rhode Island,North Providence,1,1,2,
5252,5/8/2017,New York,North Salem,0,0,0,
6253,1/24/2018,New York,North Salem,0,0,0,
2550,4/12/2015,California,North Shore,0,1,1,
4118,6/19/2016,Rhode Island,North Smithfield,0,0,0,
5491,7/9/2017,Rhode Island,North Smithfield,0,0,0,
240,2/9/2014,Minnesota,North St. Paul,0,1,1,
3496,12/11/2015,Connecticut,North Stonington,0,0,0,
5157,4/12/2017,Connecticut,North Stonington,1,0,1,
439,3/25/2014,Pennsylvania,North Strabane,1,0,1,
1770,10/30/2014,Virginia,North Tazewell,0,0,0,
3587,1/5/2016,Maine,North Vassalboro,0,0,0,
2376,3/7/2015,Pennsylvania,North Versailles,0,1,1,
3443,11/27/2015,Pennsylvania,North Versailles,0,1,1,
4220,7/16/2016,Pennsylvania,North Versailles,0,2,2,
4246,7/23/2016,Pennsylvania,North Versailles,0,1,1,
5233,5/3/2017,Pennsylvania,North Versailles,0,1,1,
6108,12/16/2017,Pennsylvania,North Versailles,0,1,1,
401,3/19/2014,Massachusetts,North Weymouth,0,0,0,
5231,5/3/2017,Connecticut,North Windham,0,1,1,
2515,4/4/2015,Massachusetts,Northbridge,0,0,0,
2548,4/10/2015,New Hampshire,Northfield,0,0,0,
665,5/11/2014,California,Northridge,0,1,1,
1004,7/11/2014,California,Northridge,0,0,0,
1680,10/16/2014,California,Northridge,0,0,0,
