,date,state,city_or_county,n_killed,n_injured,n_total,county
2905,6/29/2015,Georgia,Lagrange,0,0,0,
2907,6/29/2015,Georgia,Lagrange,0,1,1,
2919,7/3/2015,Georgia,Lagrange,0,1,1,
2925,7/5/2015,Georgia,Lagrange,0,0,0,
2934,7/7/2015,Georgia,Lagrange,0,1,1,
2938,7/8/2015,Georgia,Lagrange,0,0,0,
2950,7/12/2015,Georgia,Lagrange,0,0,0,
2982,7/21/2015,Georgia,Lagrange,0,0,0,
2984,7/22/2015,Georgia,Lagrange,0,0,0,
2995,7/23/2015,Georgia,Lagrange,0,0,0,
3017,7/30/2015,Georgia,Lagrange,0,0,0,
3024,8/2/2015,Georgia,Lagrange,0,0,0,
3043,8/5/2015,Georgia,Lagrange,0,0,0,
3075,8/15/2015,Georgia,Lagrange,0,0,0,
3077,8/15/2015,Georgia,Lagrange,0,1,1,
3088,8/17/2015,Georgia,Lagrange,0,0,0,
3089,8/17/2015,Georgia,Lagrange,0,1,1,
3112,8/24/2015,Georgia,Lagrange,0,0,0,
3122,8/27/2015,Georgia,Lagrange,0,0,0,
3129,8/29/2015,Georgia,Lagrange,1,0,1,
3134,8/29/2015,Georgia,Lagrange,0,0,0,
3137,8/30/2015,Georgia,Lagrange,0,0,0,
3147,9/2/2015,Georgia,Lagrange,0,0,0,
3177,9/12/2015,Georgia,Lagrange,0,1,1,
3182,9/14/2015,Georgia,Lagrange,0,1,1,
3202,9/21/2015,Georgia,Lagrange,0,0,0,
3213,9/23/2015,Georgia,Lagrange,0,0,0,
3258,10/7/2015,Georgia,Lagrange,0,0,0,
3268,10/10/2015,Georgia,Lagrange,0,0,0,
3328,10/27/2015,Georgia,Lagrange,0,0,0,
3335,10/28/2015,Georgia,Lagrange,0,0,0,
3339,10/29/2015,Georgia,Lagrange,0,0,0,
3354,11/2/2015,Georgia,Lagrange,0,0,0,
3357,11/2/2015,Georgia,Lagrange,0,1,1,
3359,11/3/2015,Georgia,Lagrange,0,1,1,
3412,11/18/2015,Georgia,Lagrange,0,0,0,
3444,11/28/2015,Georgia,Lagrange,0,0,0,
3451,11/29/2015,Georgia,Lagrange,0,1,1,
3460,11/30/2015,Georgia,Lagrange,0,0,0,
3492,12/9/2015,Georgia,Lagrange,0,0,0,
3517,12/17/2015,Georgia,Lagrange,0,0,0,
3546,12/27/2015,Georgia,Lagrange,0,0,0,
3553,12/29/2015,Georgia,Lagrange,0,0,0,
3554,12/29/2015,Georgia,Lagrange,0,0,0,
3568,1/1/2016,Georgia,Lagrange,0,0,0,
3580,1/4/2016,Georgia,Lagrange,0,1,1,
3581,1/4/2016,Georgia,Lagrange,0,1,1,
3607,1/12/2016,Georgia,Lagrange,0,0,0,
3618,1/14/2016,Georgia,Lagrange,0,0,0,
3630,1/18/2016,Georgia,Lagrange,0,0,0,
3631,1/18/2016,Georgia,Lagrange,0,0,0,
3632,1/18/2016,Georgia,Lagrange,0,3,3,
3661,1/27/2016,Georgia,Lagrange,0,0,0,
3664,1/28/2016,Georgia,Lagrange,0,0,0,
3677,2/1/2016,Georgia,Lagrange,0,0,0,
3678,2/1/2016,Georgia,Lagrange,0,0,0,
3685,2/3/2016,Georgia,Lagrange,0,1,1,
3693,2/4/2016,Georgia,Lagrange,0,1,1,
3712,2/13/2016,Georgia,Lagrange,0,0,0,
3722,2/16/2016,Georgia,Lagrange,0,0,0,
3733,2/19/2016,Georgia,Lagrange,0,1,1,
3767,2/29/2016,Georgia,Lagrange,0,1,1,
3768,2/29/2016,Georgia,Lagrange,0,1,1,
3775,3/2/2016,Georgia,Lagrange,0,0,0,
3783,3/4/2016,Georgia,Lagrange,0,1,1,
3879,4/1/2016,Georgia,Lagrange,0,1,1,
4007,5/13/2016,Georgia,Lagrange,0,1,1,
4133,6/22/2016,Georgia,Lagrange,0,1,1,
4250,7/24/2016,Georgia,Lagrange,1,0,1,
4376,8/30/2016,Georgia,Lagrange,0,1,1,
4475,9/29/2016,Georgia,Lagrange,0,0,0,
4506,10/8/2016,Georgia,Lagrange,0,0,0,
4522,10/12/2016,Georgia,Lagrange,0,1,1,
4533,10/15/2016,Georgia,Lagrange,0,0,0,
4548,10/18/2016,Georgia,Lagrange,0,1,1,
4554,10/22/2016,Georgia,Lagrange,0,1,1,
4683,11/25/2016,Georgia,Lagrange,0,0,0,
4688,11/26/2016,Georgia,Lagrange,1,1,2,
4714,12/4/2016,Georgia,Lagrange,0,0,0,
4716,12/5/2016,Georgia,Lagrange,0,2,2,
4740,12/11/2016,Georgia,Lagrange,0,0,0,
4755,12/17/2016,Georgia,Lagrange,1,0,1,
4757,12/17/2016,Georgia,Lagrange,0,0,0,
4817,1/3/2017,Georgia,Lagrange,0,1,1,
4820,1/4/2017,Georgia,Lagrange,0,0,0,
4879,1/20/2017,Georgia,Lagrange,0,0,0,
4926,1/31/2017,Georgia,Lagrange,0,1,1,
5011,2/24/2017,Georgia,Lagrange,0,0,0,
5046,3/7/2017,Georgia,Lagrange,0,1,1,
5079,3/16/2017,Georgia,Lagrange,0,0,0,
5328,5/25/2017,Georgia,Lagrange,0,1,1,
5349,5/30/2017,Georgia,Lagrange,0,1,1,
5361,6/2/2017,Georgia,Lagrange,0,0,0,
5373,6/4/2017,Georgia,Lagrange,0,0,0,
5383,6/6/2017,Georgia,Lagrange,0,0,0,
5501,7/13/2017,Georgia,Lagrange,0,0,0,
5534,7/23/2017,Georgia,Lagrange,0,1,1,
5558,7/30/2017,Georgia,Lagrange,0,0,0,
5578,8/3/2017,Georgia,Lagrange,0,0,0,
5640,8/20/2017,Georgia,Lagrange,0,0,0,
5692,8/31/2017,Georgia,Lagrange,0,0,0,
5700,9/3/2017,Georgia,Lagrange,1,0,1,
5866,10/14/2017,Georgia,Lagrange,0,1,1,
6271,1/29/2018,Georgia,Lagrange,1,0,1,
6272,1/29/2018,Georgia,Lagrange,0,1,1,
6330,2/14/2018,Georgia,Lagrange,0,0,0,
6364,2/26/2018,Georgia,Lagrange,0,1,1,
6428,3/15/2018,Georgia,Lagrange,0,1,1,
6485,3/28/2018,Georgia,Lagrange,0,0,0,
596,4/30/2014,New York,Lagrangeville,0,0,0,
2004,12/11/2014,New York,Lagrangeville,0,0,0,
3430,11/23/2015,New York,Lagrangeville,0,0,0,
5105,3/25/2017,New York,Lagrangeville,0,0,0,
1938,11/26/2014,New York,Laguardia,0,0,0,
5222,5/1/2017,Mississippi,Lake Cormorant,1,0,1,
981,7/8/2014,New Jersey,Lake Hopatcong,2,0,2,
5343,5/28/2017,New Jersey,Lake Hopatcong,0,1,1,
722,5/21/2014,Pennsylvania,Lake Lynn,1,1,2,
1146,7/31/2014,California,Lake Tahoe,0,1,1,
843,6/15/2014,California,Lake View Terrace,0,1,1,
1507,9/20/2014,Florida,Lakeland ,0,0,0,
6220,1/16/2018,Ohio,Lakeside Marblehead,0,0,0,
2988,7/22/2015,New Mexico,Lakewood,0,1,1,
2355,3/1/2015,Florida,Land O Lakes,1,0,1,
2206,1/19/2015,New Jersey,Landis Park,0,1,1,
39,1/8/2014,Ohio,Langsville,0,1,1,
5642,8/20/2017,Ohio,Langsville,1,0,1,
5600,8/8/2017,New Jersey,Lanoka Harbor,0,0,0,
5814,10/3/2017,Alabama,Lapine,0,1,1,
167,1/28/2014,Indiana,Laporte,0,1,1,
878,6/24/2014,Indiana,Laporte,0,1,1,
1169,8/3/2014,Indiana,Laporte,0,0,0,
1429,9/11/2014,Indiana,Laporte,0,0,0,
4373,8/28/2016,Missouri,Laquey,0,1,1,
477,4/3/2014,Texas,Las Cruces,0,0,0,
1194,8/6/2014,Texas,Las Cruces,0,0,0,
721,5/21/2014,Tennessee,Lascassas,0,1,1,
1317,8/25/2014,Kentucky,Latonia,0,0,0,
2635,4/28/2015,Pennsylvania,Laughlintown,0,0,0,
1807,11/6/2014,North Carolina,Laurel Springs,1,0,1,
2295,2/13/2015,Arizona,Laveen Village,0,0,0,
468,4/2/2014,New Jersey,Lawrence Township,0,0,0,
982,7/8/2014,New Jersey,Lawrence Township,0,0,0,
4531,10/14/2016,New Jersey,Lawrence Township,0,0,0,
5735,9/14/2017,Ohio,Lawrence Township,0,0,0,
5577,8/3/2017,West Virginia,Layland,0,1,1,
1709,10/20/2014,Texas,Ledbetter,3,0,3,
5570,8/2/2017,Texas,Ledbetter,1,0,1,
1730,10/24/2014,New York,Ledyard,0,1,1,
3715,2/14/2016,Connecticut,Ledyard,0,0,0,
3860,3/24/2016,Connecticut,Ledyard,0,0,0,
3944,4/22/2016,Connecticut,Ledyard,0,0,0,
4344,8/20/2016,Connecticut,Ledyard,0,2,2,
5232,5/3/2017,Connecticut,Ledyard,0,0,0,
5331,5/25/2017,Connecticut,Ledyard,0,0,0,
5529,7/20/2017,Connecticut,Ledyard,0,0,0,
5651,8/22/2017,Connecticut,Ledyard,0,1,1,
6420,3/14/2018,Connecticut,Ledyard,0,0,0,
3870,3/29/2016,New York,Lee Center,0,0,0,
2736,5/18/2015,Maine,Leeds,0,0,0,
195,2/1/2014,Missouri,Lee's Summit,1,0,1,
774,6/1/2014,Missouri,Lee's Summit,0,1,1,
1383,9/5/2014,Missouri,Lee's Summit,0,0,0,
1765,10/30/2014,Missouri,Lee's Summit,1,0,1,
1822,11/7/2014,Missouri,Lee's Summit,0,0,0,
2831,6/5/2015,South Carolina,Leesville,2,0,2,
4060,5/30/2016,South Carolina,Leesville,0,1,1,
5597,8/7/2017,South Carolina,Leesville,0,0,0,
5721,9/11/2017,South Carolina,Leesville,0,0,0,
817,6/9/2014,Florida,Lehigh Acres ,0,0,0,
1301,8/22/2014,Florida,Lehigh Acres ,0,0,0,
82,1/13/2014,Minnesota,Lehillier,0,0,0,
5229,5/2/2017,Pennsylvania,Lehman,0,1,1,
21,1/5/2014,Massachusetts,Leicester,0,0,0,
1040,7/17/2014,North Carolina,Leicester,0,2,2,
2430,3/17/2015,North Carolina,Leicester,0,0,0,
3449,11/28/2015,Massachusetts,Leicester,0,0,0,
4051,5/29/2016,Massachusetts,Leicester,0,0,0,
4378,8/30/2016,North Carolina,Leicester,0,0,0,
5742,9/17/2017,North Carolina,Leicester,0,1,1,
1972,12/2/2014,West Virginia,Leivasy,1,0,1,
1613,10/6/2014,Michigan,Lenox Township,0,0,0,
1689,10/17/2014,Michigan,Lenox Township,0,0,0,
2508,4/3/2015,Michigan,Lenox Township,2,0,2,
1230,8/11/2014,Michigan,Leoni Township,0,0,0,
187,1/31/2014,Michigan,Leonidas,0,1,1,
2514,4/4/2015,West Virginia,Lerona,0,0,0,
5210,4/27/2017,West Virginia,Lerona,0,0,0,
2336,2/24/2015,Wisconsin,Leroy,0,1,1,
6475,3/25/2018,Michigan,Leroy,0,0,0,
3265,10/8/2015,Wisconsin,Lessor,0,0,0,
1238,8/12/2014,West Virginia,Letart,1,0,1,
1725,10/23/2014,Kentucky,Lexington ,0,0,0,
5767,9/22/2017,Ohio,Lexington Township,0,0,0,
1664,10/14/2014,Ohio,Liberty Township,0,0,0,
1788,11/3/2014,Ohio,Liberty Township,0,0,0,
2379,3/7/2015,Indiana,Liberty Township,0,1,1,
3008,7/26/2015,Minnesota,Liberty Township,0,0,0,
2384,3/8/2015,Kentucky,Lily,2,0,2,
2740,5/18/2015,Kentucky,Lily,0,0,0,
4283,8/4/2016,Kentucky,Lily,0,0,0,
3434,11/24/2015,Maine,Limerick,0,1,1,
5466,7/2/2017,Maine,Limington,0,0,0,
1921,11/23/2014,Louisiana,Lincoln Parish,1,0,1,
3989,5/6/2016,Michigan,Lincoln Township,1,0,1,
4540,10/16/2016,Pennsylvania,Lincoln University,0,1,1,
1242,8/13/2014,California,Linda Vista ,0,0,0,
3527,12/19/2015,Maryland,Linthicum Heights,1,0,1,
476,4/3/2014,North Carolina,Linwood,0,0,0,
3950,4/23/2016,North Carolina,Linwood,0,1,1,
4825,1/6/2017,North Carolina,Linwood,1,0,1,
5828,10/6/2017,Michigan,Linwood,2,0,2,
4474,9/29/2016,Maine,Lisbon,0,0,0,
5204,4/26/2017,Maine,Lisbon,0,0,0,
893,6/26/2014,Florida,Lithia,0,0,0,
2223,1/24/2015,Florida,Lithia,0,0,0,
4659,11/19/2016,Florida,Lithia,0,0,0,
4687,11/26/2016,Florida,Lithia,0,0,0,
5019,2/25/2017,Florida,Lithia,0,0,0,
5020,2/25/2017,Florida,Lithia,0,0,0,
5143,4/7/2017,Florida,Lithia,0,0,0,
585,4/27/2014,New Jersey,Little Egg Harbor,0,0,0,
1138,7/30/2014,New Jersey,Little Egg Harbor,0,0,0,
2584,4/18/2015,New Jersey,Little Egg Harbor Twp,0,0,0,
6400,3/11/2018,New Jersey,Little Egg Harbor Twp,0,0,0,
6104,12/15/2017,New York,Little Neck,0,0,0,
861,6/19/2014,Texas,Little River Academy,1,0,1,
1308,8/24/2014,Arkansas,Little Rock ,0,0,0,
1482,9/16/2014,Arkansas,Little Rock ,0,0,0,
1581,10/1/2014,Arkansas,Little Rock ,0,0,0,
1585,10/1/2014,Arkansas,Little Rock ,0,0,0,
1666,10/15/2014,Arkansas,Little Rock ,0,0,0,
2631,4/27/2015,Louisiana,Little Woods,0,1,1,
365,3/12/2014,Massachusetts,Littleton,0,0,0,
1272,8/17/2014,Massachusetts,Littleton,0,0,0,
5041,3/5/2017,Massachusetts,Littleton,0,0,0,
242,2/9/2014,Louisiana,Livingston Parish,0,0,0,
314,2/26/2014,Louisiana,Livingston Parish,0,1,1,
660,5/10/2014,Louisiana,Livingston Parish,1,0,1,
1594,10/3/2014,New York,Lloyd,0,0,0,
5277,5/13/2017,West Virginia,Lochgelly,0,0,0,
5283,5/15/2017,Virginia,Locust Grove,1,0,1,
5284,5/15/2017,Virginia,Locust Grove,1,0,1,
5413,6/14/2017,Virginia,Locust Grove,0,1,1,
5436,6/20/2017,Virginia,Locust Grove,0,1,1,
5835,10/6/2017,Virginia,Locust Grove,0,0,0,
6324,2/13/2018,Virginia,Locust Grove,1,0,1,
1261,8/15/2014,California,Logan Heights,1,0,1,
1438,9/11/2014,California,Logan Heights,1,0,1,
209,2/3/2014,New Jersey,Logan Township,0,0,0,
2076,12/22/2014,New Jersey,Logan Township,0,0,0,
5712,9/9/2017,Pennsylvania,Logan Township,0,0,0,
1414,9/9/2014,Kentucky,Lone Oak,0,0,0,
4985,2/14/2017,West Virginia,Long Branch,0,1,1,
235,2/8/2014,New York,Long Island,0,1,1,
2534,4/7/2015,New York,Long Island City,0,1,1,
3318,10/25/2015,New York,Long Island City,0,1,1,
3765,2/29/2016,New York,Long Island City,0,1,1,
4216,7/15/2016,New York,Long Island City,0,0,0,
5225,5/2/2017,New York,Long Island City,1,0,1,
5286,5/15/2017,New York,Long Island City,1,0,1,
5474,7/4/2017,New York,Long Island City,0,1,1,
4447,9/20/2016,Pennsylvania,Long Pond,0,1,1,
4749,12/13/2016,Pennsylvania,Long Pond,0,0,0,
5636,8/19/2017,Pennsylvania,Long Pond,0,0,0,
509,4/9/2014,Tennessee,Lookout Valley,3,1,4,
1695,10/18/2014,Washington,Lopez Island,0,1,1,
3254,10/6/2015,Washington,Lopez Island,0,1,1,
4361,8/24/2016,Washington,Lopez Island,2,0,2,
2380,3/8/2015,New Mexico,Los Cerrillos,0,0,0,
22,1/5/2014,Maryland,Lothian,0,1,1,
1752,10/28/2014,Maryland,Lothian,0,0,0,
3252,10/5/2015,Maryland,Lothian,2,0,2,
4557,10/22/2016,Maryland,Lothian,0,0,0,
4934,2/2/2017,Maryland,Lothian,0,1,1,
2148,1/7/2015,North Carolina,Louisiana Avenue,0,1,1,
2749,5/20/2015,Maine,Lovell,0,1,1,
1141,7/30/2014,Pennsylvania,Lower Paxton,0,0,0,
1142,7/30/2014,Pennsylvania,Lower Paxton,0,0,0,
1324,8/27/2014,Pennsylvania,Lower Providence,1,0,1,
1991,12/9/2014,Pennsylvania,Lower Swatara,0,0,0,
4171,7/3/2016,Kentucky,Lowmansville,1,0,1,
116,1/18/2014,Florida,Loxahatchee,0,1,1,
2314,2/19/2015,Florida,Loxahatchee,0,1,1,
4002,5/11/2016,Florida,Loxahatchee,0,0,0,
4082,6/8/2016,Florida,Loxahatchee,0,0,0,
4084,6/9/2016,Florida,Loxahatchee,1,0,1,
4636,11/12/2016,Florida,Loxahatchee,0,0,0,
4651,11/16/2016,Florida,Loxahatchee,0,1,1,
4803,12/31/2016,Florida,Loxahatchee,1,0,1,
4823,1/5/2017,Florida,Loxahatchee,0,0,0,
5078,3/16/2017,Florida,Loxahatchee,0,0,0,
5722,9/12/2017,Florida,Loxahatchee,0,0,0,
3657,1/26/2016,Indiana,Lucerne,0,1,1,
96,1/15/2014,Massachusetts,Ludlow,0,1,1,
858,6/19/2014,Massachusetts,Ludlow,0,0,0,
1056,7/20/2014,Massachusetts,Ludlow,1,0,1,
1647,10/12/2014,Maine,Ludlow,1,0,1,
3594,1/8/2016,Massachusetts,Ludlow,0,2,2,
3815,3/13/2016,Massachusetts,Ludlow,1,0,1,
5017,2/24/2017,Massachusetts,Ludlow,0,0,0,
5593,8/7/2017,Massachusetts,Ludlow,0,0,0,
2243,1/30/2015,New York,Lumberland,0,0,0,
2778,5/25/2015,New Jersey,Lumberton Township,0,0,0,
3153,9/4/2015,Maryland,Lutherville Timonium,0,2,2,
3507,12/14/2015,Maryland,Lutherville Timonium,2,0,2,
4297,8/9/2016,Maryland,Lutherville Timonium,0,1,1,
95,1/15/2014,New Jersey,Lyndhurst,0,1,1,
527,4/13/2014,New Jersey,Lyndhurst,0,1,1,
2797,5/29/2015,New Jersey,Lyndhurst,1,0,1,
3684,2/2/2016,New Jersey,Lyndhurst,0,0,0,
5882,10/18/2017,Illinois,Lynn Center,0,0,0,
6090,12/9/2017,Maine,Machiasport,0,2,2,
865,6/20/2014,Michigan,Macomb Township,0,0,0,
1760,10/29/2014,Michigan,Macomb Township,0,0,0,
2249,2/3/2015,Michigan,Macomb Township,1,0,1,
2306,2/16/2015,Michigan,Macomb Township,1,0,1,
2305,2/16/2015,New Hampshire,Madbury,0,0,0,
348,3/7/2014,Louisiana,Madison Parish,0,1,1,
1555,9/28/2014,Ohio,Madisonville,0,0,0,
6397,3/10/2018,Ohio,Madisonville,2,0,2,
37,1/8/2014,Idaho,Malad,0,0,0,
1070,7/21/2014,New Jersey,Malaga,0,0,0,
4388,9/3/2016,New Jersey,Malaga,0,0,0,
1415,9/9/2014,New York,Malta,0,1,1,
396,3/18/2014,New Jersey,Manchester,0,0,0,
1179,8/3/2014,Maine,Manchester,0,0,0,
1396,9/6/2014,Maine,Manchester,0,0,0,
1718,10/22/2014,New Jersey,Manchester,0,0,0,
2579,4/17/2015,Maine,Manchester,0,0,0,
2943,7/9/2015,Maine,Manchester,0,0,0,
6089,12/9/2017,Maine,Manchester,2,0,2,
3231,10/2/2015,Pennsylvania,Manor Township,0,0,0,
1405,9/8/2014,Massachusetts,Mansfield,1,0,1,
2204,1/18/2015,Connecticut,Mansfield,0,1,1,
2992,7/23/2015,Massachusetts,Mansfield,0,0,0,
3032,8/3/2015,Massachusetts,Mansfield,0,0,0,
4199,7/10/2016,Massachusetts,Mansfield,0,0,0,
5874,10/16/2017,Massachusetts,Mansfield,0,0,0,
1706,10/20/2014,Louisiana,Mansfield ,0,0,0,
2288,2/13/2015,Kansas,Maple City,0,1,1,
919,6/30/2014,New Jersey,Maplewood,0,1,1,
2821,6/3/2015,New Jersey,Maplewood,0,0,0,
4058,5/30/2016,New Jersey,Maplewood,1,0,1,
4917,1/29/2017,New Jersey,Maplewood,3,0,3,
6467,3/24/2018,New Jersey,Maplewood,1,0,1,
285,2/21/2014,New York,Marbletown,0,0,0,
2189,1/15/2015,Florida,Marco Island,0,0,0,
3433,11/24/2015,Florida,Marco Island,1,0,1,
5779,9/26/2017,Florida,Marco Island,0,0,0,
2416,3/14/2015,New York,Marcy,0,0,0,
1673,10/16/2014,North Carolina,Margarettsville,0,1,1,
1674,10/16/2014,Florida,Margate ,0,0,0,
1299,8/22/2014,Washington,Marietta,0,0,0,
294,2/23/2014,Georgia,Marietta ,0,1,1,
3321,10/25/2015,California,Marina Del Rey,1,0,1,
3590,1/6/2016,California,Marina Del Rey,1,0,1,
3841,3/20/2016,California,Marina Del Rey,1,0,1,
5644,8/20/2017,Minnesota,Marine On Saint Croix,0,0,0,
959,7/6/2014,New York,Mariners Harbor,1,0,1,
4821,1/4/2017,Florida,Marion Oaks,0,0,0,
94,1/15/2014,New York,Marlborough,0,0,0,
2460,3/24/2015,New York,Marlborough,0,0,0,
6354,2/22/2018,Connecticut,Marlborough,0,1,1,
5163,4/13/2017,New Hampshire,Marlow,0,0,0,
3979,5/4/2016,Florida,Marquesas Keys,0,0,0,
1332,8/28/2014,Louisiana,Marrrero,0,0,0,
3537,12/24/2015,Nebraska,Martell,0,0,0,
5367,6/3/2017,Nebraska,Martell,0,0,0,
6066,12/3/2017,Kentucky,Martha,0,0,0,
517,4/12/2014,New York,Martinsburg,0,0,0,
3584,1/4/2016,New York,Martinsburg,0,0,0,
226,2/6/2014,Oregon,Marysville,0,0,0,
4369,8/27/2016,Indiana,Marysville,0,2,2,
4335,8/18/2016,Arizona,Maryvale,1,0,1,
1687,10/17/2014,Maine,Masardis,0,0,0,
4449,9/20/2016,Connecticut,Mashantucket,1,0,1,
6179,1/5/2018,Connecticut,Mashantucket,0,0,0,
201,2/1/2014,Massachusetts,Mashpee,0,0,0,
449,3/28/2014,Massachusetts,Mashpee,0,1,1,
2127,1/3/2015,Massachusetts,Mashpee,0,0,0,
3983,5/5/2016,Massachusetts,Mashpee,0,0,0,
4258,7/27/2016,Massachusetts,Mashpee,0,0,0,
5736,9/15/2017,Massachusetts,Mashpee,0,0,0,
5430,6/17/2017,New York,Masonville,0,0,0,
3556,12/30/2015,New York,Maspeth,0,1,1,
4578,10/29/2016,New York,Maspeth,0,1,1,
6284,2/1/2018,California,Mather,1,0,1,
4955,2/8/2017,Massachusetts,Mattapan,0,0,0,
3155,9/4/2015,Massachusetts,Mattapoisett,0,0,0,
4380,8/31/2016,Massachusetts,Mattapoisett,0,1,1,
1903,11/20/2014,Maine,Mattawamkeag,0,1,1,
42,1/8/2014,Louisiana,Maurepas,0,0,0,
5584,8/5/2017,Louisiana,Maurepas,0,1,1,
1942,11/26/2014,Pennsylvania,Maxatawny,0,0,0,
1018,7/14/2014,Florida,Mayport,1,0,1,
4877,1/19/2017,West Virginia,Maysel,1,0,1,
3243,10/4/2015,Alabama,Mc Calla,0,0,0,
4752,12/15/2016,Alabama,Mc Calla,0,1,1,
5074,3/15/2017,Alabama,Mc Calla,1,0,1,
5151,4/10/2017,Alabama,Mc Calla,0,1,1,
5153,4/10/2017,Alabama,Mc Calla,0,1,1,
5974,11/10/2017,Alabama,Mc Calla,0,1,1,
2030,12/15/2014,South Carolina,Mc Coll,0,1,1,
6277,1/31/2018,South Carolina,Mc Coll,0,1,1,
3592,1/7/2016,Ohio,Mc Comb,1,0,1,
5057,3/11/2017,Pennsylvania,Mc Connellsburg,0,1,1,
207,2/3/2014,Mississippi,Mc Cool,1,0,1,
5431,6/17/2017,South Carolina,Mc Cormick,0,1,1,
6021,11/24/2017,South Carolina,Mc Cormick,2,0,2,
6053,11/30/2017,South Carolina,Mc Cormick,0,1,1,
5314,5/22/2017,Florida,Mc David,0,0,0,
3385,11/12/2015,Tennessee,Mc Donald,2,0,2,
6444,3/19/2018,Pennsylvania,Mc Donald,0,0,0,
5744,9/17/2017,Virginia,Mc Dowell,1,0,1,
3755,2/27/2016,California,Mc Farland,0,2,2,
4337,8/18/2016,Kentucky,Mc Kee,0,1,1,
4921,1/30/2017,Kentucky,Mc Kee,1,0,1,
5137,4/4/2017,Kentucky,Mc Kee,0,2,2,
5124,3/30/2017,Tennessee,Mc Kenzie,0,0,0,
4478,9/30/2016,Illinois,Mc Leansboro,1,0,1,
4282,8/4/2016,Pennsylvania,Mcadoo,1,0,1,
4595,11/1/2016,Pennsylvania,Mcadoo,1,0,1,
1340,8/29/2014,Oklahoma,Mcalester,1,1,2,
1348,8/31/2014,Oklahoma,Mcalester,0,0,0,
3039,8/4/2015,Oklahoma,Mcalester,0,1,1,
3463,12/1/2015,Oklahoma,Mcalester,1,0,1,
3574,1/3/2016,Oklahoma,Mcalester,1,1,2,
3699,2/8/2016,Oklahoma,Mcalester,0,1,1,
3792,3/6/2016,Oklahoma,Mcalester,0,0,0,
3806,3/11/2016,Oklahoma,Mcalester,0,0,0,
4061,5/31/2016,Oklahoma,Mcalester,0,0,0,
4105,6/15/2016,Oklahoma,Mcalester,0,0,0,
4718,12/5/2016,Oklahoma,Mcalester,0,1,1,
5507,7/15/2017,Oklahoma,Mcalester,0,1,1,
5541,7/25/2017,Oklahoma,Mcalester,0,1,1,
5751,9/18/2017,Oklahoma,Mcalester,0,1,1,
6113,12/17/2017,Oklahoma,Mcalester,0,0,0,
6145,12/25/2017,Oklahoma,Mcalester,0,0,0,
6385,3/4/2018,Oklahoma,Mcalester,0,0,0,
6426,3/15/2018,Oklahoma,Mcalester,0,0,0,
177,1/29/2014,Texas,Mcallen,0,1,1,
189,1/31/2014,Texas,Mcallen,1,1,2,
198,2/1/2014,Texas,Mcallen,2,0,2,
232,2/7/2014,Texas,Mcallen,0,1,1,
236,2/8/2014,Texas,Mcallen,0,1,1,
305,2/25/2014,Texas,Mcallen,0,0,0,
390,3/17/2014,Texas,Mcallen,0,0,0,
566,4/22/2014,Texas,Mcallen,0,0,0,
866,6/20/2014,Texas,Mcallen,0,0,0,
946,7/4/2014,Texas,Mcallen,0,0,0,
1341,8/29/2014,Texas,Mcallen,0,0,0,
1598,10/4/2014,Texas,Mcallen,0,0,0,
1966,12/1/2014,Texas,Mcallen,0,1,1,
2512,4/4/2015,Texas,Mcallen,2,0,2,
3524,12/19/2015,Texas,Mcallen,0,1,1,
4033,5/22/2016,Texas,Mcallen,1,0,1,
4291,8/7/2016,Texas,Mcallen,0,0,0,
4446,9/20/2016,Texas,Mcallen,1,0,1,
4534,10/15/2016,Texas,Mcallen,0,0,0,
4612,11/6/2016,Texas,Mcallen,0,1,1,
4682,11/25/2016,Texas,Mcallen,0,0,0,
4835,1/8/2017,Texas,Mcallen,0,0,0,
4906,1/27/2017,Texas,Mcallen,3,1,4,
5028,2/27/2017,Texas,Mcallen,0,1,1,
5134,4/4/2017,Texas,Mcallen,0,0,0,
5288,5/15/2017,Texas,Mcallen,0,1,1,
5374,6/5/2017,Texas,Mcallen,0,1,1,
5433,6/19/2017,Texas,Mcallen,1,0,1,
55,1/10/2014,Idaho,Mccall,0,0,0,
3681,2/1/2016,Idaho,Mccall,0,0,0,
530,4/14/2014,Alabama,Mccalla,1,0,1,
1833,11/10/2014,Alabama,Mccalla,1,0,1,
1836,11/10/2014,Alabama,Mccalla,0,0,0,
1302,8/23/2014,Alaska,Mccarthy,0,0,0,
631,5/4/2014,Mississippi,Mccomb,0,0,0,
782,6/2/2014,Mississippi,Mccomb,0,1,1,
3042,8/5/2015,Mississippi,Mccomb,1,0,1,
3477,12/5/2015,Mississippi,Mccomb,1,0,1,
3622,1/15/2016,Mississippi,Mccomb,2,0,2,
4465,9/25/2016,Mississippi,Mccomb,0,1,1,
4480,9/30/2016,Mississippi,Mccomb,1,0,1,
4510,10/9/2016,Mississippi,Mccomb,1,0,1,
4568,10/26/2016,Mississippi,Mccomb,0,1,1,
4621,11/8/2016,Mississippi,Mccomb,0,1,1,
5096,3/23/2017,Mississippi,Mccomb,0,1,1,
5243,5/5/2017,Mississippi,Mccomb,0,1,1,
5506,7/15/2017,Mississippi,Mccomb,0,2,2,
5683,8/29/2017,Mississippi,Mccomb,0,1,1,
5684,8/29/2017,Mississippi,Mccomb,0,0,0,
5857,10/11/2017,Mississippi,Mccomb,1,0,1,
