STNAME,CTYNAME,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018
Kentucky,Mason County,17143,17066,17182,17225,17150,-188,-77,116,43,-75
Kentucky,Meade County,29097,27740,27985,28094,28715,-150,-1357,245,109,621
Kentucky,Menifee County,6298,6367,6444,6466,6451,-38,69,77,22,-15
Kentucky,Mercer County,21374,21402,21440,21588,21774,70,28,38,148,186
Kentucky,Metcalfe County,9989,9914,10007,10079,10030,38,-75,93,72,-49
Kentucky,Monroe County,10680,10621,10539,10611,10718,-42,-59,-82,72,107
Kentucky,Montgomery County,27372,27586,27678,27956,28203,133,214,92,278,247
Kentucky,Morgan County,13350,13268,13251,13211,13345,-21,-82,-17,-40,134
Kentucky,Muhlenberg County,31308,31249,31151,30923,30774,-22,-59,-98,-228,-149
Kentucky,Nelson County,44866,45115,45495,45612,45851,314,249,380,117,239
Kentucky,Nicholas County,7051,7061,7083,7137,7166,42,10,22,54,29
Kentucky,Ohio County,23957,24025,24150,24136,24087,-27,68,125,-14,-49
Kentucky,Oldham County,63976,64546,65389,66489,66470,909,570,843,1100,-19
Kentucky,Owen County,10650,10728,10659,10789,10880,12,78,-69,130,91
Kentucky,Owsley County,4505,4447,4473,4416,4472,-98,-58,26,-57,56
Kentucky,Pendleton County,14469,14472,14571,14558,14529,-87,3,99,-13,-29
Kentucky,Perry County,27552,27339,27123,26479,26092,-429,-213,-216,-644,-387
Kentucky,Pike County,62944,61785,60422,58862,58402,-918,-1159,-1363,-1560,-460
Kentucky,Powell County,12356,12228,12257,12321,12442,-122,-128,29,64,121
Kentucky,Pulaski County,63862,63858,64025,64357,64623,69,-4,167,332,266
Kentucky,Robertson County,2187,2135,2125,2132,2135,-29,-52,-10,7,3
Kentucky,Rockcastle County,16827,16933,16869,16757,16750,79,106,-64,-112,-7
Kentucky,Rowan County,24259,24655,24438,24562,24583,38,396,-217,124,21
Kentucky,Russell County,17789,17685,17767,17739,17821,36,-104,82,-28,82
Kentucky,Scott County,51225,52136,53401,54790,56031,1214,911,1265,1389,1241
Kentucky,Shelby County,45215,45941,46762,47495,48518,637,726,821,733,1023
Kentucky,Simpson County,17766,17908,18005,18105,18529,71,142,97,100,424
Kentucky,Spencer County,17741,17990,18234,18471,18794,135,249,244,237,323
Kentucky,Taylor County,25362,25583,25442,25562,25549,200,221,-141,120,-13
Kentucky,Todd County,12436,12450,12353,12200,12311,-45,14,-97,-153,111
Kentucky,Trigg County,14130,14219,14304,14424,14643,-173,89,85,120,219
Kentucky,Trimble County,8738,8750,8616,8565,8515,-80,12,-134,-51,-50
Kentucky,Union County,15092,14978,14796,14640,14505,17,-114,-182,-156,-135
Kentucky,Warren County,121304,124081,126493,128995,131264,1706,2777,2412,2502,2269
Kentucky,Washington County,11909,12023,12138,11939,12084,49,114,115,-199,145
Kentucky,Wayne County,20621,20609,20724,20621,20468,-165,-12,115,-103,-153
Kentucky,Webster County,13206,13178,13209,13071,13111,-164,-28,31,-138,40
Kentucky,Whitley County,35847,36122,36103,36129,36242,-34,275,-19,26,113
Kentucky,Wolfe County,7254,7245,7193,7245,7177,-29,-9,-52,52,-68
Kentucky,Woodford County,25585,25858,26113,26396,26533,241,273,255,283,137
Louisiana,Louisiana,4644204,4664851,4678215,4670818,4659978,19627,20647,13364,-7397,-10840
Louisiana,Acadia Parish,62664,62681,62793,62514,62190,370,17,112,-279,-324
Louisiana,Allen Parish,25729,25645,25693,25631,25605,46,-84,48,-62,-26
Louisiana,Ascension Parish,117287,119374,121520,123028,124672,2649,2087,2146,1508,1644
Louisiana,Assumption Parish,23047,22890,22751,22580,22300,-153,-157,-139,-171,-280
Louisiana,Avoyelles Parish,41089,40991,40997,40871,40462,-186,-98,6,-126,-409
Louisiana,Beauregard Parish,36248,36530,36966,36847,37253,-19,282,436,-119,406
Louisiana,Bienville Parish,13785,13826,13780,13639,13308,-180,41,-46,-141,-331
Louisiana,Bossier Parish,124875,125577,125962,127058,127185,855,702,385,1096,127
Louisiana,Caddo Parish,252604,251361,248885,246034,242922,-2513,-1243,-2476,-2851,-3112
Louisiana,Calcasieu Parish,196562,198427,200480,202330,203112,1088,1865,2053,1850,782
Louisiana,Caldwell Parish,9952,10047,10075,9947,9960,-36,95,28,-128,13
Louisiana,Cameron Parish,6725,6825,6895,6926,6968,14,100,70,31,42
Louisiana,Catahoula Parish,10131,10027,9866,9833,9608,-122,-104,-161,-33,-225
Louisiana,Claiborne Parish,16405,16266,16147,16002,15944,-261,-139,-119,-145,-58
Louisiana,Concordia Parish,20479,20232,19973,19849,19572,-20,-247,-259,-124,-277
Louisiana,De Soto Parish,27068,27111,27198,27265,27436,-27,43,87,67,171
Louisiana,East Baton Rouge Parish,444798,445078,446029,443607,440956,958,280,951,-2422,-2651
Louisiana,East Carroll Parish,7442,7276,7236,7133,7037,-56,-166,-40,-103,-96
Louisiana,East Feliciana Parish,19694,19558,19528,19408,19305,76,-136,-30,-120,-103
Louisiana,Evangeline Parish,33756,33713,33642,33625,33443,-70,-43,-71,-17,-182
Louisiana,Franklin Parish,20433,20388,20371,20261,20156,-76,-45,-17,-110,-105
Louisiana,Grant Parish,22353,22301,22282,22322,22482,55,-52,-19,40,160
Louisiana,Iberia Parish,73744,73761,73008,72001,70941,-110,17,-753,-1007,-1060
Louisiana,Iberville Parish,33135,33137,32869,32920,32721,-253,2,-268,51,-199
Louisiana,Jackson Parish,15989,15948,15899,15893,15902,-141,-41,-49,-6,9
Louisiana,Jefferson Parish,434131,435275,436749,436296,434051,-165,1144,1474,-453,-2245
Louisiana,Jefferson Davis Parish,31448,31431,31382,31491,31582,151,-17,-49,109,91
Louisiana,Lafayette Parish,235650,239281,241209,241534,242782,4236,3631,1928,325,1248
Louisiana,Lafourche Parish,97906,98323,98522,98202,98115,615,417,199,-320,-87
Louisiana,LaSalle Parish,14876,14985,15036,14929,14917,54,109,51,-107,-12
Louisiana,Lincoln Parish,47199,47437,47484,47465,47196,-36,238,47,-19,-269
Louisiana,Livingston Parish,135517,137463,139970,138038,139567,1505,1946,2507,-1932,1529
Louisiana,Madison Parish,11819,11552,11484,11343,11161,-90,-267,-68,-141,-182
Louisiana,Morehouse Parish,26655,26309,25910,25687,25398,-285,-346,-399,-223,-289
Louisiana,Natchitoches Parish,39117,38996,39005,39038,38659,3,-121,9,33,-379
Louisiana,Orleans Parish,383930,389791,391977,391538,391006,5307,5861,2186,-439,-532
Louisiana,Ouachita Parish,156351,156877,156917,155757,154475,304,526,40,-1160,-1282
Louisiana,Plaquemines Parish,23312,23443,23331,23367,23410,-203,131,-112,36,43
Louisiana,Pointe Coupee Parish,22309,22207,22124,22212,21940,-114,-102,-83,88,-272
Louisiana,Rapides Parish,132207,131801,131878,131282,130562,-112,-406,77,-596,-720
Louisiana,Red River Parish,8760,8714,8621,8519,8477,-199,-46,-93,-102,-42
Louisiana,Richland Parish,20763,20551,20451,20415,20192,-155,-212,-100,-36,-223
Louisiana,Sabine Parish,24118,24215,24068,24009,24032,-148,97,-147,-59,23
Louisiana,St. Bernard Parish,44441,45425,45775,46108,46721,1007,984,350,333,613
Louisiana,St. Charles Parish,52679,52583,52806,52673,52879,65,-96,223,-133,206
Louisiana,St. Helena Parish,10524,10469,10413,10385,10262,-251,-55,-56,-28,-123
Louisiana,St. James Parish,21516,21480,21427,21324,21037,-92,-36,-53,-103,-287
Louisiana,St. John the Baptist Parish,43723,43542,43440,43339,43184,147,-181,-102,-101,-155
Louisiana,St. Landry Parish,83674,83628,83731,83447,82764,264,-46,103,-284,-683
Louisiana,St. Martin Parish,53299,53883,53838,54121,53621,360,584,-45,283,-500
Louisiana,St. Mary Parish,53283,52881,52059,50672,49774,-307,-402,-822,-1387,-898
Louisiana,St. Tammany Parish,245232,248913,252389,255820,258111,3291,3681,3476,3431,2291
Louisiana,Tangipahoa Parish,127022,128740,130657,132322,133777,1496,1718,1917,1665,1455
Louisiana,Tensas Parish,4853,4773,4657,4583,4462,-81,-80,-116,-74,-121
Louisiana,Terrebonne Parish,113470,113796,112957,111691,111021,783,326,-839,-1266,-670
Louisiana,Union Parish,22561,22492,22536,22454,22330,103,-69,44,-82,-124
Louisiana,Vermilion Parish,59545,59931,60093,59937,59830,247,386,162,-156,-107
Louisiana,Vernon Parish,52793,51415,51449,50519,48860,6,-1378,34,-930,-1659
Louisiana,Washington Parish,46324,46368,46403,46609,46582,-89,44,35,206,-27
Louisiana,Webster Parish,40282,40055,39748,39274,38798,-376,-227,-307,-474,-476
Louisiana,West Baton Rouge Parish,25199,25559,25906,26207,26427,539,360,347,301,220
Louisiana,West Carroll Parish,11526,11286,11129,10975,10982,73,-240,-157,-154,7
Louisiana,West Feliciana Parish,15376,15366,15304,15377,15460,-84,-10,-62,73,83
Louisiana,Winn Parish,14820,14645,14535,14335,14134,-30,-175,-110,-200,-201
Maine,Maine,1330760,1328484,1331370,1335063,1338404,2564,-2276,2886,3693,3341
Maine,Androscoggin County,107415,107155,107404,107569,107679,140,-260,249,165,110
Maine,Aroostook County,69553,68855,68233,67595,67111,-541,-698,-622,-638,-484
Maine,Cumberland County,288137,289544,291138,292344,293557,2567,1407,1594,1206,1213
Maine,Franklin County,30243,30057,30046,29852,29897,-277,-186,-11,-194,45
Maine,Hancock County,54502,54245,54550,54597,54811,-72,-257,305,47,214
Maine,Kennebec County,121236,121005,121470,121929,122083,96,-231,465,459,154
Maine,Knox County,39894,39794,39788,39869,39771,203,-100,-6,81,-98
Maine,Lincoln County,34048,33784,33973,34190,34342,-42,-264,189,217,152
Maine,Oxford County,57271,57110,57198,57430,57618,-73,-161,88,232,188
Maine,Penobscot County,153224,151949,151282,151190,151096,-11,-1275,-667,-92,-94
Maine,Piscataquis County,17033,16924,16876,16801,16800,-138,-109,-48,-75,-1
Maine,Sagadahoc County,35075,35115,35140,35423,35634,54,40,25,283,211
Maine,Somerset County,51241,50733,50564,50421,50592,-460,-508,-169,-143,171
Maine,Waldo County,39036,39126,39436,39800,39694,9,90,310,364,-106
Maine,Washington County,32012,31821,31609,31540,31490,-292,-191,-212,-69,-50
Maine,York County,200840,201267,202663,204513,206229,1401,427,1396,1850,1716
Maryland,Maryland,5958165,5986717,6004692,6024891,6042718,34461,28552,17975,20199,17827
Maryland,Allegany County,73007,72462,72055,71386,70975,-559,-545,-407,-669,-411
Maryland,Anne Arundel County,559691,563502,567665,571592,576031,4253,3811,4163,3927,4439
Maryland,Baltimore County,825006,827471,828616,828603,828431,2768,2465,1145,-13,-172
Maryland,Calvert County,90545,90468,91028,91365,92003,107,-77,560,337,638
Maryland,Caroline County,32535,32591,32836,33108,33304,-112,56,245,272,196
Maryland,Carroll County,167317,167133,167110,167620,168429,118,-184,-23,510,809
Maryland,Cecil County,102201,102418,102567,102573,102826,310,217,149,6,253
Maryland,Charles County,154373,155692,157336,159451,161503,1724,1319,1644,2115,2052
Maryland,Dorchester County,32495,32404,32261,32145,31998,-64,-91,-143,-116,-147
Maryland,Frederick County,243417,245114,247224,250959,255648,2274,1697,2110,3735,4689
Maryland,Garrett County,29649,29435,29371,29261,29163,-315,-214,-64,-110,-98
Maryland,Harford County,249330,249589,250361,251890,253956,438,259,772,1529,2066
Maryland,Howard County,306998,311449,315619,319374,323196,3415,4451,4170,3755,3822
Maryland,Kent County,19771,19713,19662,19437,19383,-41,-58,-51,-225,-54
Maryland,Montgomery County,1025617,1033994,1040245,1048244,1052567,9553,8377,6251,7999,4323
Maryland,Prince George's County,899223,905737,907939,908801,909308,9106,6514,2202,862,507
Maryland,Queen Anne's County,48793,48991,49074,49667,50251,266,198,83,593,584
Maryland,St. Mary's County,109926,110965,111689,112413,112664,698,1039,724,724,251
Maryland,Somerset County,25577,25684,25837,25913,25675,-383,107,153,76,-238
Maryland,Talbot County,37529,37414,37123,37020,36968,-369,-115,-291,-103,-52
Maryland,Washington County,149060,149116,149665,150288,150926,66,56,549,623,638
Maryland,Wicomico County,101368,101800,102136,102363,103195,518,432,336,227,832
Maryland,Worcester County,51572,51425,51424,51577,51823,22,-147,-1,153,246
Maryland,Baltimore city,623165,622150,615849,609841,602495,668,-1015,-6301,-6008,-7346
Massachusetts,Massachusetts,6763652,6795891,6826022,6863246,6902149,49708,32239,30131,37224,38903
Massachusetts,Barnstable County,214299,213811,213446,213482,213413,-221,-488,-365,36,-69
Massachusetts,Berkshire County,128845,127857,127106,126485,126348,-628,-988,-751,-621,-137
Massachusetts,Bristol County,555206,556878,557848,560571,564022,2752,1672,970,2723,3451
Massachusetts,Dukes County,17299,17275,17316,17321,17352,137,-24,41,5,31
Massachusetts,Essex County,771778,777175,780367,785160,790638,7138,5397,3192,4793,5478
Massachusetts,Franklin County,71295,70902,70728,70787,70963,-60,-393,-174,59,176
Massachusetts,Hampden County,469507,469230,468168,468268,470406,1729,-277,-1062,100,2138
Massachusetts,Hampshire County,160924,160768,161510,161238,161355,76,-156,742,-272,117
Massachusetts,Middlesex County,1575237,1585775,1595238,1604994,1614714,14890,10538,9463,9756,9720
Massachusetts,Nantucket County,10839,10945,11124,11270,11327,272,106,179,146,57
Massachusetts,Norfolk County,692399,694787,697353,701317,705388,3959,2388,2566,3964,4071
Massachusetts,Plymouth County,506565,509146,511865,514969,518132,3740,2581,2719,3104,3163
Massachusetts,Suffolk County,773839,782962,793322,801455,807252,11212,9123,10360,8133,5797
Massachusetts,Worcester County,815620,818380,820631,825929,830839,4712,2760,2251,5298,4910
Michigan,Michigan,9930589,9932573,9951890,9976447,9995915,17240,1984,19317,24557,19468
Michigan,Alcona County,10448,10329,10356,10323,10362,-103,-119,27,-33,39
Michigan,Alger County,9361,9251,9124,9137,9097,-74,-110,-127,13,-40
Michigan,Allegan County,113357,114136,114995,116433,117327,1344,779,859,1438,894
Michigan,Alpena County,28887,28719,28656,28438,28360,-78,-168,-63,-218,-78
Michigan,Antrim County,23146,23032,23075,23269,23365,25,-114,43,194,96
Michigan,Arenac County,15316,15303,15132,15033,15041,-94,-13,-171,-99,8
Michigan,Baraga County,8648,8583,8548,8438,8320,-69,-65,-35,-110,-118
Michigan,Barry County,59293,59415,59790,60629,61157,207,122,375,839,528
Michigan,Bay County,106066,105281,104469,104189,103923,-735,-785,-812,-280,-266
Michigan,Benzie County,17474,17393,17538,17604,17753,124,-81,145,66,149
Michigan,Berrien County,155989,155071,154473,154362,154141,-149,-918,-598,-111,-221
Michigan,Branch County,43731,43653,43490,43423,43622,144,-78,-163,-67,199
Michigan,Calhoun County,134812,134339,134370,134358,134487,57,-473,31,-12,129
Michigan,Cass County,51566,51340,51288,51453,51653,-15,-226,-52,165,200
Michigan,Charlevoix County,26216,26213,26202,26219,26244,-37,-3,-11,17,25
Michigan,Cheboygan County,25636,25394,25448,25398,25413,63,-242,54,-50,15
Michigan,Chippewa County,38242,37980,37718,37714,37517,-318,-262,-262,-4,-197
Michigan,Clare County,30728,30613,30383,30597,30757,132,-115,-230,214,160
Michigan,Clinton County,76965,77014,77619,78549,79332,149,49,605,930,783
Michigan,Crawford County,13741,13853,13766,13917,13901,-137,112,-87,151,-16
Michigan,Delta County,36581,36417,36200,35896,35857,-221,-164,-217,-304,-39
Michigan,Dickinson County,25898,25655,25487,25428,25383,-116,-243,-168,-59,-45
Michigan,Eaton County,108650,108657,109165,109477,109826,376,7,508,312,349
Michigan,Emmet County,32969,32919,32874,33127,33308,25,-50,-45,253,181
Michigan,Genesee County,412868,410470,408901,407673,406892,-2766,-2398,-1569,-1228,-781
Michigan,Gladwin County,25498,25222,25153,25237,25337,-65,-276,-69,84,100
Michigan,Gogebic County,15755,15537,15342,15338,15096,-150,-218,-195,-4,-242
Michigan,Grand Traverse County,90853,91546,91963,91796,92573,757,693,417,-167,777
Michigan,Gratiot County,41462,41319,40943,41011,40599,-469,-143,-376,68,-412
Michigan,Hillsdale County,45923,45872,45763,45843,45749,-202,-51,-109,80,-94
Michigan,Houghton County,36468,36283,36432,36397,36219,-204,-185,149,-35,-178
Michigan,Huron County,32038,31759,31480,31271,31166,-217,-279,-279,-209,-105
Michigan,Ingham County,285654,287168,289937,292327,292735,1535,1514,2769,2390,408
Michigan,Ionia County,64231,64046,64164,64229,64210,243,-185,118,65,-19
Michigan,Iosco County,25422,25333,25276,25122,25081,-2,-89,-57,-154,-41
Michigan,Iron County,11344,11316,11162,11119,11117,-155,-28,-154,-43,-2
Michigan,Isabella County,70097,70782,71311,71125,70562,-128,685,529,-186,-563
Michigan,Jackson County,159437,159292,158321,158690,158823,-200,-145,-971,369,133
Michigan,Kalamazoo County,258962,259716,261317,263001,264870,1645,754,1601,1684,1869
Michigan,Kalkaska County,17365,17252,17277,17595,17824,78,-113,25,318,229
Michigan,Kent County,631451,637304,643927,649231,653786,7074,5853,6623,5304,4555
Michigan,Keweenaw County,2174,2123,2139,2102,2113,32,-51,16,-37,11
Michigan,Lake County,11395,11695,11858,11984,11881,4,300,163,126,-103
Michigan,Lapeer County,88199,88387,88212,88183,88028,-89,188,-175,-29,-155
Michigan,Leelanau County,21599,21637,21517,21676,21764,117,38,-120,159,88
Michigan,Lenawee County,98737,98385,98499,98482,98266,-66,-352,114,-17,-216
Michigan,Livingston County,185532,187186,188582,189886,191224,1336,1654,1396,1304,1338
Michigan,Luce County,6412,6429,6338,6358,6283,-89,17,-91,20,-75
Michigan,Mackinac County,11003,10822,10717,10756,10787,-9,-181,-105,39,31
Michigan,Macomb County,862959,865086,868739,871976,874759,5801,2127,3653,3237,2783
Michigan,Manistee County,24409,24447,24416,24421,24528,-68,38,-31,5,107
Michigan,Marquette County,67773,67319,66520,66565,66516,0,-454,-799,45,-49
Michigan,Mason County,28732,28741,28822,29023,29100,65,9,81,201,77
Michigan,Mecosta County,43197,43026,43195,43358,43545,-61,-171,169,163,187
Michigan,Menominee County,23516,23466,23196,23007,22983,-205,-50,-270,-189,-24
Michigan,Midland County,83479,83626,83384,83245,83209,-166,147,-242,-139,-36
Michigan,Missaukee County,14975,14885,15028,15031,15113,-82,-90,143,3,82
Michigan,Monroe County,149852,149386,149227,149592,150439,-283,-466,-159,365,847
Michigan,Montcalm County,62804,62764,62967,63544,63968,11,-40,203,577,424
Michigan,Montmorency County,9321,9288,9204,9229,9265,-57,-33,-84,25,36
Michigan,Muskegon County,172266,172462,173242,173656,173588,-2,196,780,414,-68
Michigan,Newaygo County,47785,47888,47822,48325,48892,-87,103,-66,503,567
Michigan,Oakland County,1242993,1244711,1251126,1256182,1259201,7439,1718,6415,5056,3019
Michigan,Oceana County,26352,26328,26320,26458,26625,52,-24,-8,138,167
Michigan,Ogemaw County,20967,20895,20882,20944,20952,-203,-72,-13,62,8
Michigan,Ontonagon County,6191,6038,5943,5875,5795,-129,-153,-95,-68,-80
Michigan,Osceola County,23212,23177,23178,23254,23341,-108,-35,1,76,87
Michigan,Oscoda County,8312,8277,8256,8263,8276,-56,-35,-21,7,13
Michigan,Otsego County,24103,24211,24436,24569,24665,31,108,225,133,96
Michigan,Ottawa County,277890,280958,283907,286922,290494,3499,3068,2949,3015,3572
Michigan,Presque Isle County,12956,12794,12728,12770,12738,-50,-162,-66,42,-32
Michigan,Roscommon County,24021,23914,23789,23775,23884,-1,-107,-125,-14,109
Michigan,Saginaw County,195254,193314,192525,191996,190800,-1544,-1940,-789,-529,-1196
Michigan,St. Clair County,160085,159749,159444,159213,159337,-208,-336,-305,-231,124
Michigan,St. Joseph County,61009,60805,60809,60819,61043,24,-204,4,10,224
Michigan,Sanilac County,41653,41446,41379,41219,41182,-241,-207,-67,-160,-37
Michigan,Schoolcraft County,8137,8123,7970,8046,8068,-125,-14,-153,76,22
Michigan,Shiawassee County,68799,68485,68531,68459,68192,-96,-314,46,-72,-267
Michigan,Tuscola County,53931,53731,53278,52794,52516,-292,-200,-453,-484,-278
Michigan,Van Buren County,75236,75064,75264,75346,75448,-83,-172,200,82,102
Michigan,Washtenaw County,360035,363109,366488,369208,370963,4020,3074,3379,2720,1755
Michigan,Wayne County,1771931,1764726,1760095,1756264,1753893,-8440,-7205,-4631,-3831,-2371
Michigan,Wexford County,32855,32893,33083,33256,33466,375,38,190,173,210
Minnesota,Minnesota,5451522,5482503,5523409,5568155,5611179,37829,30981,40906,44746,43024
Minnesota,Aitkin County,15848,15855,15757,15809,15902,-23,7,-98,52,93
Minnesota,Anoka County,341911,344246,346665,350521,353813,2812,2335,2419,3856,3292
Minnesota,Becker County,33256,33442,33719,34075,34371,78,186,277,356,296
Minnesota,Beltrami County,45635,45604,46016,46484,46847,151,-31,412,468,363
Minnesota,Benton County,39141,39412,39670,40127,40545,164,271,258,457,418
Minnesota,Big Stone County,5087,4992,5002,5011,4989,18,-95,10,9,-22
Minnesota,Blue Earth County,65296,65658,66343,66887,67427,562,362,685,544,540
Minnesota,Brown County,25271,25237,25262,25172,25111,5,-34,25,-90,-61
Minnesota,Carlton County,35367,35407,35554,35534,35837,97,40,147,-20,303
Minnesota,Carver County,97363,98635,100380,102150,103551,1752,1272,1745,1770,1401
Minnesota,Cass County,28552,28687,29015,29336,29519,69,135,328,321,183
Minnesota,Chippewa County,12050,12077,12039,11958,11924,-19,27,-38,-81,-34
Minnesota,Chisago County,53797,54113,54588,55214,55922,139,316,475,626,708
Minnesota,Clay County,61238,62146,62983,63682,63955,719,908,837,699,273
