STNAME,CTYNAME,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018
Missouri,Ray County,22913,22772,22720,22839,22883,-128,-141,-52,119,44
Missouri,Reynolds County,6405,6297,6352,6268,6254,-54,-108,55,-84,-14
Missouri,Ripley County,13931,13788,13775,13569,13401,-55,-143,-13,-206,-168
Missouri,St. Charles County,379858,385039,390599,395245,399182,5570,5181,5560,4646,3937
Missouri,St. Clair County,9433,9412,9290,9385,9395,-55,-21,-122,95,10
Missouri,Ste. Genevieve County,17944,17817,17891,17813,17888,-17,-127,74,-78,75
Missouri,St. Francois County,65785,66228,66350,66653,66692,-317,443,122,303,39
Missouri,St. Louis County,1000588,1001213,998025,996648,996945,117,625,-3188,-1377,297
Missouri,Saline County,23398,23212,23080,22924,22895,42,-186,-132,-156,-29
Missouri,Schuyler County,4393,4502,4501,4514,4599,22,109,-1,13,85
Missouri,Scotland County,4840,4820,4902,4963,4966,-52,-20,82,61,3
Missouri,Scott County,38859,38999,38761,38566,38458,-336,140,-238,-195,-108
Missouri,Shannon County,8297,8277,8226,8239,8189,5,-20,-51,13,-50
Missouri,Shelby County,6093,6102,6045,6017,6050,-60,9,-57,-28,33
Missouri,Stoddard County,29787,29733,29490,29346,29206,-10,-54,-243,-144,-140
Missouri,Stone County,31441,31307,31481,31658,31749,-214,-134,174,177,91
Missouri,Sullivan County,6473,6363,6327,6199,6221,-23,-110,-36,-128,22
Missouri,Taney County,53826,54211,54584,55125,55852,558,385,373,541,727
Missouri,Texas County,25648,25652,25801,25685,25571,-26,4,149,-116,-114
Missouri,Vernon County,20980,20758,20652,20536,20528,5,-222,-106,-116,-8
Missouri,Warren County,33150,33490,33825,34365,34711,200,340,335,540,346
Missouri,Washington County,25071,24786,24849,25008,24943,-67,-285,63,159,-65
Missouri,Wayne County,13467,13420,13227,13305,13122,5,-47,-193,78,-183
Missouri,Webster County,36983,37542,38091,38683,39109,417,559,549,592,426
Missouri,Worth County,2054,2042,2015,2049,2040,-25,-12,-27,34,-9
Missouri,Wright County,18271,18219,18260,18339,18378,-136,-52,41,79,39
Missouri,St. Louis city,317395,315878,312389,307866,302838,-1064,-1517,-3489,-4523,-5028
Montana,Montana,1021891,1030503,1040863,1053090,1062305,8327,8612,10360,12227,9215
Montana,Beaverhead County,9337,9298,9471,9453,9404,32,-39,173,-18,-49
Montana,Big Horn County,13343,13309,13448,13444,13338,224,-34,139,-4,-106
Montana,Blaine County,6705,6674,6707,6744,6807,70,-31,33,37,63
Montana,Broadwater County,5652,5713,5785,5933,6085,-23,61,72,148,152
Montana,Carbon County,10438,10403,10485,10691,10714,102,-35,82,206,23
Montana,Carter County,1150,1147,1175,1223,1238,-2,-3,28,48,15
Montana,Cascade County,82058,81887,81536,81604,81643,-131,-171,-351,68,39
Montana,Chouteau County,5897,5772,5778,5752,5745,46,-125,6,-26,-7
Montana,Custer County,12007,12075,11832,11725,11586,135,68,-243,-107,-139
Montana,Daniels County,1798,1751,1735,1739,1747,20,-47,-16,4,8
Montana,Dawson County,9506,9572,9254,8945,8680,124,66,-318,-309,-265
Montana,Deer Lodge County,9115,9104,9058,9093,9131,-140,-11,-46,35,38
Montana,Fallon County,3110,3171,3086,3008,2920,63,61,-85,-78,-88
Montana,Fergus County,11329,11306,11333,11283,11113,-136,-23,27,-50,-170
Montana,Flathead County,94577,95852,97785,100092,102106,1641,1275,1933,2307,2014
Montana,Gallatin County,97508,100866,104738,108656,111876,2715,3358,3872,3918,3220
Montana,Garfield County,1275,1284,1298,1288,1268,21,9,14,-10,-20
Montana,Glacier County,13709,13646,13720,13675,13747,-83,-63,74,-45,72
Montana,Golden Valley County,841,818,810,820,826,-5,-23,-8,10,6
Montana,Granite County,3151,3170,3289,3358,3378,77,19,119,69,20
Montana,Hill County,16507,16439,16437,16463,16347,-33,-68,-2,26,-116
Montana,Jefferson County,11502,11574,11778,11937,12097,46,72,204,159,160
Montana,Judith Basin County,1984,1931,1939,1949,1952,-15,-53,8,10,3
Montana,Lake County,29212,29453,29712,30244,30250,92,241,259,532,6
Montana,Lewis and Clark County,65704,66228,66902,67849,68700,472,524,674,947,851
Montana,Liberty County,2348,2392,2411,2416,2430,-13,44,19,5,14
Montana,Lincoln County,19183,19053,19253,19508,19794,-238,-130,200,255,286
Montana,McCone County,1714,1699,1729,1705,1675,0,-15,30,-24,-30
Montana,Madison County,7828,8034,8073,8388,8768,153,206,39,315,380
Montana,Meagher County,1856,1822,1846,1856,1866,-48,-34,24,10,10
Montana,Mineral County,4190,4187,4119,4245,4316,-34,-3,-68,126,71
Montana,Missoula County,112793,114114,116352,117863,118791,904,1321,2238,1511,928
Montana,Musselshell County,4645,4630,4651,4645,4651,-36,-15,21,-6,6
Montana,Park County,15925,16006,16125,16438,16736,222,81,119,313,298
Montana,Petroleum County,488,474,492,511,513,-16,-14,18,19,2
Montana,Phillips County,4170,4146,4112,4118,4074,12,-24,-34,6,-44
Montana,Pondera County,6137,6097,6032,5980,5972,-80,-40,-65,-52,-8
Montana,Powder River County,1777,1768,1745,1744,1716,24,-9,-23,-1,-28
Montana,Powell County,6883,6800,6844,6808,6968,-74,-83,44,-36,160
Montana,Prairie County,1125,1142,1166,1112,1087,-38,17,24,-54,-25
Montana,Ravalli County,40743,41143,41904,42548,43172,75,400,761,644,624
Montana,Richland County,11531,11904,11410,11041,10913,377,373,-494,-369,-128
Montana,Roosevelt County,11285,11415,11219,11160,11059,197,130,-196,-59,-101
Montana,Rosebud County,9328,9353,9246,9259,9063,22,25,-107,13,-196
Montana,Sanders County,11312,11294,11461,11692,11844,4,-18,167,231,152
Montana,Sheridan County,3660,3671,3607,3501,3424,35,11,-64,-106,-77
Montana,Silver Bow County,34758,34691,34714,34915,34993,178,-67,23,201,78
Montana,Stillwater County,9244,9436,9382,9452,9534,-20,192,-54,70,82
Montana,Sweet Grass County,3640,3620,3614,3683,3710,-18,-20,-6,69,27
Montana,Teton County,6031,6068,6023,6114,6162,-19,37,-45,91,48
Montana,Toole County,5117,5079,4952,4881,4853,-5,-38,-127,-71,-28
Montana,Treasure County,689,684,680,676,679,-4,-5,-4,-4,3
Montana,Valley County,7628,7623,7539,7433,7437,1,-5,-84,-106,4
Montana,Wheatland County,2090,2110,2127,2184,2236,-33,20,17,57,52
Montana,Wibaux County,1083,1071,1041,1017,1034,-17,-12,-30,-24,17
Montana,Yellowstone County,155275,156534,157903,159229,160137,1504,1259,1369,1326,908
Nebraska,Nebraska,1879522,1891507,1905924,1917575,1929268,14108,11985,14417,11651,11693
Nebraska,Adams County,31396,31569,31663,31774,31511,-138,173,94,111,-263
Nebraska,Antelope County,6419,6413,6343,6348,6336,-53,-6,-70,5,-12
Nebraska,Arthur County,451,451,466,455,465,-3,0,15,-11,10
Nebraska,Banner County,670,713,720,734,730,-8,43,7,14,-4
Nebraska,Blaine County,490,477,470,478,476,20,-13,-7,8,-2
Nebraska,Boone County,5356,5311,5332,5329,5239,-41,-45,21,-3,-90
Nebraska,Box Butte County,11299,11327,11185,10860,10772,2,28,-142,-325,-88
Nebraska,Boyd County,2019,2000,1975,1962,1955,3,-19,-25,-13,-7
Nebraska,Brown County,2974,2982,2980,3007,2973,16,8,-2,27,-34
Nebraska,Buffalo County,48205,48615,49215,49502,49615,203,410,600,287,113
Nebraska,Burt County,6543,6535,6535,6537,6488,-25,-8,0,2,-49
Nebraska,Butler County,8178,8056,7996,8040,8058,-52,-122,-60,44,18
Nebraska,Cass County,25404,25413,25630,25904,26159,109,9,217,274,255
Nebraska,Cedar County,8541,8515,8597,8515,8446,-83,-26,82,-82,-69
Nebraska,Chase County,3979,3961,3913,3944,3977,0,-18,-48,31,33
Nebraska,Cherry County,5741,5818,5825,5807,5761,-13,77,7,-18,-46
Nebraska,Cheyenne County,10112,10136,10044,9657,9310,47,24,-92,-387,-347
Nebraska,Clay County,6314,6292,6137,6204,6214,-44,-22,-155,67,10
Nebraska,Colfax County,10666,10734,10746,10775,10881,211,68,12,29,106
Nebraska,Cuming County,9018,9077,8956,8964,8940,8,59,-121,8,-24
Nebraska,Custer County,10773,10830,10827,10880,10840,-59,57,-3,53,-40
Nebraska,Dakota County,20565,20566,20302,20068,20083,-212,1,-264,-234,15
Nebraska,Dawes County,9018,8954,8907,8885,8716,-43,-64,-47,-22,-169
Nebraska,Dawson County,23998,23903,23765,23643,23709,-31,-95,-138,-122,66
Nebraska,Deuel County,1926,1910,1861,1868,1825,6,-16,-49,7,-43
Nebraska,Dixon County,5757,5765,5738,5760,5709,-54,8,-27,22,-51
Nebraska,Dodge County,36616,36560,36655,36794,36791,118,-56,95,139,-3
Nebraska,Douglas County,543098,549052,555358,560573,566880,6315,5954,6306,5215,6307
Nebraska,Dundy County,1865,1773,1810,1793,1770,-92,-92,37,-17,-23
Nebraska,Fillmore County,5603,5554,5623,5564,5527,-34,-49,69,-59,-37
Nebraska,Franklin County,3048,2977,2994,2988,3023,-15,-71,17,-6,35
Nebraska,Frontier County,2722,2632,2647,2626,2608,6,-90,15,-21,-18
Nebraska,Furnas County,4852,4830,4763,4768,4715,22,-22,-67,5,-53
Nebraska,Gage County,21555,21706,21608,21615,21493,-211,151,-98,7,-122
Nebraska,Garden County,1908,1916,1907,1897,1897,-15,8,-9,-10,0
Nebraska,Garfield County,2000,2014,1994,1999,1987,-22,14,-20,5,-12
Nebraska,Gosper County,2004,2025,2025,2027,1996,-13,21,0,2,-31
Nebraska,Grant County,626,646,665,649,660,-7,20,19,-16,11
Nebraska,Greeley County,2483,2435,2401,2377,2356,0,-48,-34,-24,-21
Nebraska,Hall County,61104,61149,61477,61377,61607,614,45,328,-100,230
Nebraska,Hamilton County,9102,9140,9157,9210,9280,-21,38,17,53,70
Nebraska,Harlan County,3468,3442,3452,3428,3401,-19,-26,10,-24,-27
Nebraska,Hayes County,910,915,890,893,916,-37,5,-25,3,23
Nebraska,Hitchcock County,2882,2883,2831,2815,2806,25,1,-52,-16,-9
Nebraska,Holt County,10361,10268,10230,10186,10178,-21,-93,-38,-44,-8
Nebraska,Hooker County,722,714,683,668,682,-9,-8,-31,-15,14
Nebraska,Howard County,6352,6382,6407,6414,6468,15,30,25,7,54
Nebraska,Jefferson County,7299,7213,7166,7164,7097,-213,-86,-47,-2,-67
Nebraska,Johnson County,5221,5240,5214,5176,5134,55,19,-26,-38,-42
Nebraska,Kearney County,6587,6556,6558,6513,6544,102,-31,2,-45,31
Nebraska,Keith County,8170,8132,8092,8078,8021,16,-38,-40,-14,-57
Nebraska,Keya Paha County,795,797,792,793,810,5,2,-5,1,17
Nebraska,Kimball County,3726,3716,3675,3601,3618,32,-10,-41,-74,17
Nebraska,Knox County,8473,8468,8484,8458,8419,-80,-5,16,-26,-39
Nebraska,Lancaster County,302644,306136,310440,313977,317272,5524,3492,4304,3537,3295
Nebraska,Lincoln County,35652,35512,35501,35314,35185,-286,-140,-11,-187,-129
Nebraska,Logan County,767,790,789,762,749,-10,23,-1,-27,-13
Nebraska,Loup County,596,606,615,605,618,9,10,9,-10,13
Nebraska,McPherson County,510,489,503,494,492,-18,-21,14,-9,-2
Nebraska,Madison County,35100,35021,35036,35272,35392,-58,-79,15,236,120
Nebraska,Merrick County,7784,7801,7834,7861,7733,-41,17,33,27,-128
Nebraska,Morrill County,4919,4925,4865,4808,4686,-7,6,-60,-57,-122
Nebraska,Nance County,3527,3573,3563,3576,3532,-31,46,-10,13,-44
Nebraska,Nemaha County,7129,7002,6971,6961,6958,-19,-127,-31,-10,-3
Nebraska,Nuckolls County,4347,4316,4259,4260,4195,-37,-31,-57,1,-65
Nebraska,Otoe County,15780,15840,15941,15932,15985,92,60,101,-9,53
Nebraska,Pawnee County,2725,2690,2698,2633,2632,-25,-35,8,-65,-1
Nebraska,Perkins County,2878,2937,2898,2894,2929,-16,59,-39,-4,35
Nebraska,Phelps County,9162,9214,9187,9042,8996,-17,52,-27,-145,-46
Nebraska,Pierce County,7202,7189,7142,7108,7142,22,-13,-47,-34,34
Nebraska,Platte County,32752,32890,33028,33282,33363,149,138,138,254,81
Nebraska,Polk County,5272,5179,5203,5344,5278,26,-93,24,141,-66
Nebraska,Red Willow County,10900,10886,10770,10750,10726,-153,-14,-116,-20,-24
Nebraska,Richardson County,8108,8022,7999,7981,7937,-24,-86,-23,-18,-44
Nebraska,Rock County,1449,1417,1404,1422,1360,9,-32,-13,18,-62
Nebraska,Saline County,14303,14204,14227,14357,14350,-2,-99,23,130,-7
Nebraska,Sarpy County,171872,175245,178503,181678,184459,2871,3373,3258,3175,2781
Nebraska,Saunders County,20858,20946,20993,21019,21303,-18,88,47,26,284
Nebraska,Scotts Bluff County,36435,36230,36409,36213,35989,-415,-205,179,-196,-224
Nebraska,Seward County,17008,16995,17110,17202,17318,17,-13,115,92,116
Nebraska,Sheridan County,5253,5216,5231,5278,5190,44,-37,15,47,-88
Nebraska,Sherman County,3034,3036,3011,3090,3038,-27,2,-25,79,-52
Nebraska,Sioux County,1321,1276,1259,1201,1187,-9,-45,-17,-58,-14
Nebraska,Stanton County,6098,5942,5971,5977,5970,10,-156,29,6,-7
Nebraska,Thayer County,5211,5127,5079,5036,5039,34,-84,-48,-43,3
Nebraska,Thomas County,701,695,727,730,720,-4,-6,32,3,-10
Nebraska,Thurston County,6961,7072,7141,7225,7303,88,111,69,84,78
Nebraska,Valley County,4217,4168,4200,4230,4190,36,-49,32,30,-40
Nebraska,Washington County,19929,19922,20227,20351,20667,77,-7,305,124,316
Nebraska,Wayne County,9405,9373,9395,9260,9403,-39,-32,22,-135,143
Nebraska,Webster County,3645,3592,3567,3520,3533,2,-53,-25,-47,13
Nebraska,Wheeler County,786,779,804,816,805,7,-7,25,12,-11
Nebraska,York County,13918,13796,13738,13770,13772,65,-122,-58,32,2
Nevada,Nevada,2819012,2868666,2919772,2972405,3034392,42040,49654,51106,52633,61987
Nevada,Churchill County,23819,23934,23869,23989,24440,-104,115,-65,120,451
Nevada,Clark County,2054263,2098105,2140547,2183310,2231647,36260,43842,42442,42763,48337
Nevada,Douglas County,47382,47424,47848,48018,48467,444,42,424,170,449
Nevada,Elko County,52557,51747,52123,52371,52460,201,-810,376,248,89
Nevada,Esmeralda County,825,830,826,843,826,-23,5,-4,17,-17
Nevada,Eureka County,1988,2029,1936,1950,2003,-61,41,-93,14,53
Nevada,Humboldt County,17219,17023,16792,16702,16786,-138,-196,-231,-90,84
Nevada,Lander County,5973,5884,5696,5604,5575,-92,-89,-188,-92,-29
Nevada,Lincoln County,5197,5137,5154,5182,5201,-71,-60,17,28,19
Nevada,Lyon County,51339,51986,52726,53915,55808,245,647,740,1189,1893
Nevada,Mineral County,4469,4422,4380,4454,4514,-84,-47,-42,74,60
Nevada,Nye County,42851,42988,43289,44051,45346,-25,137,301,762,1295
Nevada,Pershing County,6706,6624,6584,6473,6666,-139,-82,-40,-111,193
Nevada,Storey County,3803,3878,3992,4003,4029,8,75,114,11,26
Nevada,Washoe County,436493,442728,450142,457333,465735,5270,6235,7414,7191,8402
Nevada,White Pine County,10032,9858,9721,9599,9475,-11,-174,-137,-122,-124
Nevada,Carson City,54096,54069,54147,54608,55414,360,-27,78,461,806
New Hampshire,New Hampshire,1333223,1336294,1342373,1349767,1356458,6815,3071,6079,7394,6691
New Hampshire,Belknap County,60285,60347,60700,60845,61022,49,62,353,145,177
New Hampshire,Carroll County,47429,47392,47493,48109,48779,-91,-37,101,616,670
New Hampshire,Cheshire County,76424,76261,75950,76185,76493,-290,-163,-311,235,308
New Hampshire,Coos County,32783,32332,31903,31584,31589,826,-451,-429,-319,5
New Hampshire,Grafton County,89926,89415,89982,89947,89786,26,-511,567,-35,-161
New Hampshire,Hillsborough County,407071,408811,411150,413157,415247,2006,1740,2339,2007,2090
New Hampshire,Merrimack County,148141,148670,149150,150169,151132,630,529,480,1019,963
New Hampshire,Rockingham County,301481,302930,304778,307281,309176,2061,1449,1848,2503,1895
New Hampshire,Strafford County,126523,126978,128175,129421,130090,1501,455,1197,1246,669
New Hampshire,Sullivan County,43160,43158,43092,43069,43144,97,-2,-66,-23,75
New Jersey,New Jersey,8866780,8870869,8874516,8888543,8908520,8418,4089,3647,14027,19977
New Jersey,Atlantic County,272656,270471,267813,266328,265429,-1713,-2185,-2658,-1485,-899
New Jersey,Bergen County,923757,926997,928979,933569,936692,3554,3240,1982,4590,3123
New Jersey,Burlington County,448224,446923,446108,445196,445384,-626,-1301,-815,-912,188
New Jersey,Camden County,508554,507784,507075,506343,507078,-1574,-770,-709,-732,735
New Jersey,Cape May County,94923,94180,93679,93184,92560,-583,-743,-501,-495,-624
New Jersey,Cumberland County,156086,154838,153355,151748,150972,-34,-1248,-1483,-1607,-776
New Jersey,Essex County,788975,790508,792617,795908,799767,2158,1533,2109,3291,3859
New Jersey,Gloucester County,290530,290823,290647,290850,291408,810,293,-176,203,558
New Jersey,Hudson County,660502,664744,668928,672922,676061,3285,4242,4184,3994,3139
New Jersey,Hunterdon County,125847,125396,124668,124628,124714,-534,-451,-728,-40,86
New Jersey,Mercer County,369017,368352,368028,368602,369811,-500,-665,-324,574,1209
New Jersey,Middlesex County,824349,825867,825907,827684,829685,2505,1518,40,1777,2001
New Jersey,Monmouth County,625647,624320,623286,622327,621354,-1333,-1327,-1034,-959,-973
New Jersey,Morris County,494982,494432,494046,494225,494228,-1132,-550,-386,179,3
New Jersey,Ocean County,584449,587137,590990,595470,601651,2427,2688,3853,4480,6181
New Jersey,Passaic County,504758,504588,503853,503694,503310,752,-170,-735,-159,-384
New Jersey,Salem County,64328,63720,63189,62838,62607,-461,-608,-531,-351,-231
New Jersey,Somerset County,329342,329678,329996,330700,331164,318,336,318,704,464
New Jersey,Sussex County,144578,142996,141932,141185,140799,-1037,-1582,-1064,-747,-386
New Jersey,Union County,548282,550367,553343,555273,558067,2045,2085,2976,1930,2794
New Jersey,Warren County,106994,106748,106077,105869,105779,91,-246,-671,-208,-90
New Mexico,New Mexico,2090342,2090211,2092789,2093395,2095428,-2450,-131,2578,606,2033
New Mexico,Bernalillo County,676229,676678,678165,678686,678701,-268,449,1487,521,15
New Mexico,Catron County,3550,3480,3522,3567,3578,-39,-70,42,45,11
New Mexico,Chaves County,65880,65878,65697,65153,64689,-179,-2,-181,-544,-464
New Mexico,Cibola County,27158,27047,27043,26895,26746,-261,-111,-4,-148,-149
New Mexico,Colfax County,12718,12449,12280,12206,12110,-364,-269,-169,-74,-96
New Mexico,Curry County,51115,50299,50303,49842,49437,340,-816,4,-461,-405
New Mexico,De Baca County,1859,1871,1833,1813,1781,-68,12,-38,-20,-32
New Mexico,Doña Ana County,214084,214151,214748,216186,217522,-310,67,597,1438,1336
New Mexico,Eddy County,56690,57724,57667,57205,57900,1022,1034,-57,-462,695
New Mexico,Grant County,28863,28361,28043,27692,27346,-233,-502,-318,-351,-346
New Mexico,Guadalupe County,4443,4351,4368,4409,4341,-89,-92,17,41,-68
New Mexico,Harding County,693,719,687,687,655,2,26,-32,0,-32
New Mexico,Hidalgo County,4549,4436,4326,4305,4240,-74,-113,-110,-21,-65
New Mexico,Lea County,70211,71496,70254,69057,69611,1567,1285,-1242,-1197,554
New Mexico,Lincoln County,19605,19365,19399,19483,19556,-376,-240,34,84,73
New Mexico,Los Alamos County,17807,17830,18239,18804,19101,-143,23,409,565,297
New Mexico,Luna County,24448,24382,24379,24148,23963,-159,-66,-3,-231,-185
New Mexico,McKinley County,72807,73461,73106,72574,72290,133,654,-355,-532,-284
New Mexico,Mora County,4616,4613,4539,4542,4506,-81,-3,-74,3,-36
New Mexico,Otero County,65362,64739,65644,66198,66781,-964,-623,905,554,583
New Mexico,Quay County,8466,8446,8390,8310,8253,-210,-20,-56,-80,-57
New Mexico,Rio Arriba County,39739,39364,39233,39191,39006,-330,-375,-131,-42,-185
New Mexico,Roosevelt County,19656,19140,19143,18905,18743,-372,-516,3,-238,-162
New Mexico,Sandoval County,137039,138531,140471,142624,145179,713,1492,1940,2153,2555
New Mexico,San Juan County,129094,128261,127973,126902,125043,-374,-833,-288,-1071,-1859
New Mexico,San Miguel County,28505,28233,28058,27782,27591,-324,-272,-175,-276,-191
New Mexico,Santa Fe County,147819,148206,148888,149617,150056,332,387,682,729,439
New Mexico,Sierra County,11267,11235,11113,11090,10968,-261,-32,-122,-23,-122
New Mexico,Socorro County,17267,17146,16967,16885,16735,-247,-121,-179,-82,-150
New Mexico,Taos County,32971,32814,32960,32862,32835,9,-157,146,-98,-27
New Mexico,Torrance County,15669,15608,15515,15593,15591,-156,-61,-93,78,-2
New Mexico,Union County,4248,4166,4154,4188,4118,-99,-82,-12,34,-70
New Mexico,Valencia County,75915,75731,75682,75994,76456,-587,-184,-49,312,462
New York,New York,19656330,19661411,19641589,19590719,19542209,28287,5081,-19822,-50870,-48510
New York,Albany County,307190,307476,307628,307717,307117,577,286,152,89,-600
New York,Allegany County,47646,47324,47039,46688,46430,-246,-322,-285,-351,-258
New York,Bronx County,1431538,1440726,1445237,1439725,1432132,9198,9188,4511,-5512,-7593
New York,Broome County,197251,195794,194345,192959,191659,-660,-1457,-1449,-1386,-1300
New York,Cattaraugus County,78685,77951,77708,77245,76840,-315,-734,-243,-463,-405
New York,Cayuga County,78768,78300,77666,77463,77145,-322,-468,-634,-203,-318
New York,Chautauqua County,131750,130634,129350,128609,127939,-1098,-1116,-1284,-741,-670
New York,Chemung County,87179,86718,85676,84874,84254,-1013,-461,-1042,-802,-620
New York,Chenango County,49326,48772,48317,47790,47536,-153,-554,-455,-527,-254
New York,Clinton County,81460,80723,80524,80567,80695,-56,-737,-199,43,128
New York,Columbia County,61938,61453,60882,60408,59916,-222,-485,-571,-474,-492
New York,Cortland County,48743,48296,47919,47836,47823,-164,-447,-377,-83,-13
New York,Delaware County,46561,45954,45446,45020,44527,-240,-607,-508,-426,-493
New York,Dutchess County,295146,294108,293049,293450,293718,-1126,-1038,-1059,401,268
New York,Erie County,921794,920543,918479,918794,919719,911,-1251,-2064,315,925
New York,Essex County,38311,37958,37675,37511,37300,-276,-353,-283,-164,-211
New York,Franklin County,51102,50542,51077,50444,50293,-111,-560,535,-633,-151
New York,Fulton County,53945,53800,53604,53777,53591,-414,-145,-196,173,-186
New York,Genesee County,58740,58470,58022,57816,57511,-384,-270,-448,-206,-305
New York,Greene County,47962,47634,47525,47474,47491,-342,-328,-109,-51,17
New York,Hamilton County,4700,4699,4557,4481,4434,-66,-1,-142,-76,-47
New York,Herkimer County,63384,62654,62446,62209,61833,-497,-730,-208,-237,-376
New York,Jefferson County,118005,116403,113015,113063,111755,-510,-1602,-3388,48,-1308
New York,Kings County,2602680,2610607,2611232,2596385,2582830,14179,7927,625,-14847,-13555
New York,Lewis County,27091,26830,26652,26576,26447,-9,-261,-178,-76,-129
New York,Livingston County,64586,64318,63942,63461,63227,-34,-268,-376,-481,-234
New York,Madison County,72204,71672,71291,70831,70795,-253,-532,-381,-460,-36
New York,Monroe County,747425,745376,743531,742436,742474,-901,-2049,-1845,-1095,38
New York,Montgomery County,49673,49579,49206,49216,49455,-65,-94,-373,10,239
New York,Nassau County,1355029,1355319,1356463,1357664,1358343,2630,290,1144,1201,679
New York,New York County,1630946,1636713,1636261,1629780,1628701,3140,5767,-452,-6481,-1079
New York,Niagara County,213322,212366,211534,210866,210433,-788,-956,-832,-668,-433
New York,Oneida County,232626,231234,230348,230127,229577,-730,-1392,-886,-221,-550
New York,Onondaga County,467342,466233,464033,461791,461809,-839,-1109,-2200,-2242,18
New York,Ontario County,109334,109285,109267,109609,109864,291,-49,-18,342,255
New York,Orange County,375181,376152,378047,379803,381951,642,971,1895,1756,2148
New York,Orleans County,41850,41457,41196,40759,40612,-370,-393,-261,-437,-147
New York,Oswego County,120588,119728,118881,118426,117898,-581,-860,-847,-455,-528
New York,Otsego County,60951,60497,60119,59903,59749,-663,-454,-378,-216,-154
New York,Putnam County,99459,99219,98812,98966,98892,-125,-240,-407,154,-74
New York,Queens County,2300148,2307614,2309032,2296865,2278906,11954,7466,1418,-12167,-17959
New York,Rensselaer County,159661,159456,159334,159261,159442,123,-205,-122,-73,181
New York,Richmond County,472075,472521,474214,475516,476179,177,446,1693,1302,663
New York,Rockland County,321176,323078,323640,324839,325695,1846,1902,562,1199,856
New York,St. Lawrence County,111437,110331,109411,108562,108047,-491,-1106,-920,-849,-515
New York,Saratoga County,224518,226053,227048,229102,230163,436,1535,995,2054,1061
New York,Schenectady County,155042,154738,154473,154814,155350,85,-304,-265,341,536
New York,Schoharie County,31773,31408,31307,31236,31097,-132,-365,-101,-71,-139
New York,Schuyler County,18164,18013,17948,17925,17912,-208,-151,-65,-23,-13
New York,Seneca County,34887,34814,34731,34327,34300,-340,-73,-83,-404,-27
New York,Steuben County,98173,97524,96895,96249,95796,-672,-649,-629,-646,-453
New York,Suffolk County,1495757,1492278,1486804,1483571,1481093,-1732,-3479,-5474,-3233,-2478
New York,Sullivan County,75647,74854,74977,75079,75498,-1302,-793,123,102,419
New York,Tioga County,49833,49360,48822,48650,48560,-277,-473,-538,-172,-90
New York,Tompkins County,103385,103018,102938,102678,102793,-168,-367,-80,-260,115
New York,Ulster County,180419,179692,179080,178723,178599,-282,-727,-612,-357,-124
New York,Warren County,64870,64411,64428,64428,64265,-215,-459,17,0,-163
New York,Washington County,62464,62225,61767,61489,61197,-285,-239,-458,-278,-292
New York,Wayne County,91806,91284,90754,90372,90064,-544,-522,-530,-382,-308
New York,Westchester County,967407,969220,970556,969279,967612,2602,1813,1336,-1277,-1667
New York,Wyoming County,41129,40922,40406,40283,40085,-224,-207,-516,-123,-198
New York,Yates County,25148,25080,25023,24952,24841,-59,-68,-57,-71,-111
North Carolina,North Carolina,9933944,10033079,10156679,10270800,10383620,90345,99135,123600,114121,112820
North Carolina,Alamance County,155425,157100,160392,163529,166436,1226,1675,3292,3137,2907
North Carolina,Alexander County,36992,36960,37142,37146,37353,-24,-32,182,4,207
North Carolina,Alleghany County,10895,10861,10926,11023,11161,-10,-34,65,97,138
North Carolina,Anson County,25974,25620,25182,24878,24877,10,-354,-438,-304,-1
North Carolina,Ashe County,26772,26637,26611,26803,27109,-77,-135,-26,192,306
North Carolina,Avery County,17615,17455,17423,17505,17505,1,-160,-32,82,0
North Carolina,Beaufort County,47328,47385,47370,47051,47079,-44,57,-15,-319,28
North Carolina,Bertie County,20321,20167,19432,19274,19026,-5,-154,-735,-158,-248
North Carolina,Bladen County,34386,34140,33704,33468,33190,-256,-246,-436,-236,-278
North Carolina,Brunswick County,118308,122211,126302,130735,136744,3388,3903,4091,4433,6009
North Carolina,Buncombe County,249122,251973,254988,257185,259103,2299,2851,3015,2197,1918
North Carolina,Burke County,89289,89324,89438,90127,90382,-56,35,114,689,255
North Carolina,Cabarrus County,191490,196215,201470,206724,211342,4454,4725,5255,5254,4618
North Carolina,Caldwell County,81665,81512,81767,81920,82029,-379,-153,255,153,109
North Carolina,Camden County,10276,10284,10402,10561,10710,161,8,118,159,149
North Carolina,Carteret County,68634,68711,68811,68919,69524,250,77,100,108,605
North Carolina,Caswell County,22811,22822,22765,22632,22698,-287,11,-57,-133,66
North Carolina,Catawba County,155139,155571,156471,157811,158652,127,432,900,1340,841
North Carolina,Chatham County,66665,68256,69646,71248,73139,1421,1591,1390,1602,1891
North Carolina,Cherokee County,27075,27098,27805,27980,28383,-44,23,707,175,403
North Carolina,Chowan County,14504,14249,14201,14040,14029,-164,-255,-48,-161,-11
North Carolina,Clay County,10562,10619,10743,11001,11139,-33,57,124,258,138
North Carolina,Cleveland County,97018,96885,97017,97228,97645,144,-133,132,211,417
